input_len,direction,size,depth,num,epoch,ensemble,smape,mase*
18,bi,128,2,2,1,False,13.407467868791437,2.709260698302183
18,bi,128,2,2,1,True,13.407467868791437,2.709260698302183
18,bi,128,2,2,2,False,13.329723367134331,2.718411006460954
18,bi,128,2,2,2,True,13.318990035568921,2.705037896918598
18,bi,128,2,2,3,False,13.420433226263004,2.757398420628632
18,bi,128,2,2,3,True,13.331092214364855,2.7221283004860086
18,bi,128,2,2,4,False,13.355976323731886,2.730680336534247
18,bi,128,2,2,4,True,13.328448710684736,2.723501221488394
18,bi,128,2,2,5,False,14.74130799074765,3.038095029538705
18,bi,128,2,2,5,True,13.341524379268856,2.7297988181869055
18,bi,128,2,2,6,False,13.446896772390359,2.7491248313607874
18,bi,128,2,2,6,True,13.355683416968112,2.7327855770039844
18,bi,128,2,2,7,False,13.648559348387634,2.7058855967115876
18,bi,128,2,2,7,True,13.34863837519536,2.726811159494783
18,bi,128,2,2,8,False,13.421839241967223,2.751757936793475
18,bi,128,2,2,8,True,13.354258793362952,2.730789033057128
18,bi,128,2,2,9,False,13.269228882569733,2.6840014705336745
18,bi,128,2,2,9,True,13.339667960445128,2.7252883672491057
18,bi,128,2,2,10,False,13.476025548004536,2.729114402212018
18,bi,128,2,2,10,True,13.343682007825443,2.7238634158481037
18,bi,128,2,,0,True,13.435278102328898,2.73422340839853
18,bi,128,2,,1,True,13.384896046990331,2.7310559540283768
18,bi,128,2,,2,True,13.3284777158358,2.7198301468213826
18,bi,128,2,,3,True,13.28165206334575,2.7014644824553313
18,bi,128,2,,4,True,14.171326888686249,2.8557535698268635
18,bi,128,2,,5,True,13.397453775638928,2.7436747473638627
18,bi,128,2,,6,True,13.591831806276975,2.743852898322159
18,bi,128,2,,7,True,13.276191852289621,2.6977413131696792
18,bi,128,2,,8,True,13.295293853601693,2.69973169321774
18,bi,128,2,,9,True,13.345872790895664,2.719103172021792
18,bi,128,2,8,1,False,13.401516391400309,2.707858281548586
18,bi,128,2,8,1,True,13.401516391400309,2.707858281548586
18,bi,128,2,8,2,False,13.847407570704686,2.853609790504004
18,bi,128,2,8,2,True,13.525577098680326,2.7574819149644596
18,bi,128,2,8,3,False,13.217688046097686,2.6792632477575062
18,bi,128,2,8,3,True,13.339625477054756,2.7064279525699093
18,bi,128,2,8,4,False,13.266147286545216,2.6973056848317873
18,bi,128,2,8,4,True,13.28527165649177,2.6994154234606595
18,bi,128,2,8,5,False,14.042482072511516,2.8094217975903137
18,bi,128,2,8,5,True,13.29527487287306,2.7001427274393524
18,bi,128,2,8,6,False,13.62195349159444,2.7886842743583813
18,bi,128,2,8,6,True,13.316560286908508,2.706271340882901
18,bi,128,2,8,7,False,13.500494045194277,2.6940188398200466
18,bi,128,2,8,7,True,13.308340361002458,2.6980131939860206
18,bi,128,2,8,8,False,13.243037722500254,2.675725448930206
18,bi,128,2,8,8,True,13.269825038349238,2.688611944337181
18,bi,128,2,8,9,False,13.459778643436398,2.7469537549064715
18,bi,128,2,8,9,True,13.294011559145284,2.696720935309196
18,bi,128,2,8,10,False,13.446356565233138,2.7558745354420204
18,bi,128,2,8,10,True,13.299350778985646,2.7021478034360906
18,bi,128,2,5,1,False,13.570581587728222,2.7873866301928305
18,bi,128,2,5,1,True,13.570581587728222,2.7873866301928305
18,bi,128,2,5,2,False,13.30855059856009,2.6870981020051308
18,bi,128,2,5,2,True,13.378123387533126,2.723780639302281
18,bi,128,2,5,3,False,13.35828527552597,2.724300659066054
18,bi,128,2,5,3,True,13.335364122749086,2.7139650923014957
18,bi,128,2,5,4,False,13.316499871703305,2.7104054203079224
18,bi,128,2,5,4,True,13.309220104808434,2.710655846621784
