dataset,aug_perc,num,epoch,ensemble,smape,mase*
235k,0.5,15,13,False,20.910957524468618,4.234417712538671
235k,0.5,15,13,True,20.916292754586504,4.235980323199141
235k,0.5,15,14,False,20.910383399929394,4.23422367617647
235k,0.5,15,14,True,20.916172519306183,4.235949748450884
235k,0.5,15,15,False,20.908837145190454,4.233838849920321
235k,0.5,15,15,True,20.91570688845965,4.2358253705361655
235k,0.5,16,1,False,13.381731842083923,2.752673328216566
235k,0.5,16,1,True,13.381731842083923,2.752673328216566
235k,0.5,16,2,False,13.284299447930172,2.7002824010761572
235k,0.5,16,2,True,13.292253194770991,2.717632986538917
235k,0.5,16,3,False,13.292957333423677,2.7125131330804173
235k,0.5,16,3,True,13.270695404726204,2.706031055595806
235k,0.5,16,4,False,13.163357067451074,2.687749205819855
235k,0.5,16,4,True,13.242157442821982,2.7019963893858225
235k,0.5,16,5,False,13.434066727598912,2.781356410644461
235k,0.5,16,5,True,13.24711883474189,2.706860980017355
235k,0.5,16,6,False,13.202342624725192,2.7009088282005207
235k,0.5,16,6,True,13.230075639351426,2.7058757562928233
235k,0.5,16,7,False,13.284806180371454,2.7263116651461208
235k,0.5,16,7,True,13.233642064341984,2.7081102390821123
235k,0.5,16,8,False,13.30721472611873,2.7058377924944508
235k,0.5,16,8,True,13.232414661326787,2.706598889439432
235k,0.5,16,9,False,13.1233096264756,2.6791039625804527
235k,0.5,16,9,True,13.213207243561898,2.702086730520087
235k,0.5,16,10,False,13.290723019000824,2.702982789687209
235k,0.5,16,10,True,13.211991627391827,2.7014866996189384
235k,0.5,16,11,False,13.277966579623616,2.732836648616612
235k,0.5,16,11,True,13.214427517726254,2.7040094570545747
235k,0.5,16,12,False,13.207705627858745,2.7122088442607124
235k,0.5,16,12,True,13.211996343917935,2.705012072000276
235k,0.5,16,13,False,13.206888025510075,2.682180710256328
235k,0.5,16,13,True,13.202860148426222,2.701939355820659
235k,0.5,16,14,False,13.341754324000602,2.732830044865261
235k,0.5,16,14,True,13.208489384402688,2.7040991831930823
235k,0.5,16,15,False,13.383620380191442,2.7453990599383427
235k,0.5,16,15,True,13.216082261344287,2.7067355205077726
235k,0.5,17,1,False,13.281898878892996,2.7114979117058517
235k,0.5,17,1,True,13.281898878892996,2.7114979117058517
235k,0.5,17,2,False,13.323588755747418,2.710012874815024
235k,0.5,17,2,True,13.287349256941008,2.708715134261725
235k,0.5,17,3,False,13.282089339023155,2.723820331185425
235k,0.5,17,3,True,13.277100507200954,2.7115158364837084
235k,0.5,17,4,False,13.25947940456517,2.7223074445855246
235k,0.5,17,4,True,13.23511669134052,2.7089189550671424
235k,0.5,17,5,False,13.240580198596518,2.716726908126207
235k,0.5,17,5,True,13.221965919420148,2.7096043151756195
235k,0.5,17,6,False,13.16829494457447,2.6843755689216073
235k,0.5,17,6,True,13.20235868444472,2.7027266438355
235k,0.5,17,7,False,13.142307669949462,2.6857959516779344
235k,0.5,17,7,True,13.17767864805583,2.6971701136404307
235k,0.5,17,8,False,13.253382070358626,2.716747121567912
235k,0.5,17,8,True,13.17631194200392,2.6979975860251373
235k,0.5,17,9,False,13.180868523508614,2.6843865302214676
235k,0.5,17,9,True,13.172564831529085,2.695237575399674
235k,0.5,17,10,False,13.212545264206867,2.7054237127681864
235k,0.5,17,10,True,13.172527489115758,2.6960747013272117
235k,0.5,17,11,False,13.199258004987248,2.6956348834379282
235k,0.5,17,11,True,13.171784491593792,2.6951520538177083
235k,0.5,17,12,False,13.14454668769451,2.68502807654106
235k,0.5,17,12,True,13.162548447320537,2.6928124850916166
235k,0.5,17,13,False,13.197480915355369,2.6962493404037993
235k,0.5,17,13,True,13.16195437337447,2.692535590319831
235k,0.5,17,14,False,13.137975366786067,2.6796394846557927
235k,0.5,17,14,True,13.154673735404522,2.6902889211766774
235k,0.5,17,15,False,13.12686780038905,2.6728266749906333
235k,0.5,17,15,True,13.149770644047361,2.688174991506472
235k,0.5,18,1,False,21.21586893008273,4.3246899803621845
235k,0.5,18,1,True,21.21586893008273,4.3246899803621845
235k,0.5,18,2,False,21.210596001768838,4.32293132127378
235k,0.5,18,2,True,21.213205400243112,4.323803523988647
235k,0.5,18,3,False,21.20073152287216,4.320320005194165
235k,0.5,18,3,True,21.208410831833625,4.322375765172399
235k,0.5,18,4,False,21.196381495195602,4.318808318149981
235k,0.5,18,4,True,21.205704598183317,4.321635400237776
235k,0.5,18,5,False,21.187987230948746,4.316549771541494
235k,0.5,18,5,True,21.203038553358578,4.320906354970248
235k,0.5,18,6,False,21.180750026833568,4.314552690477201
235k,0.5,18,6,True,21.19862892500954,4.31957201183187
235k,0.5,18,7,False,21.176622162144703,4.313184678279118
235k,0.5,18,7,True,21.194434972283695,4.3182952222669035
235k,0.5,18,8,False,21.169210198912747,4.311220790454391
235k,0.5,18,8,True,21.191170373482723,4.317409096788767
235k,0.5,18,9,False,21.164756510809262,4.309852868039882
235k,0.5,18,9,True,21.187927460512004,4.31652903593419
235k,0.5,18,10,False,21.162417697873014,4.308929580190739
235k,0.5,18,10,True,21.184971638462162,4.315707892868721
235k,0.5,18,11,False,21.157275108292197,4.307488908318236
235k,0.5,18,11,True,21.182032415808486,4.314891380585446
235k,0.5,18,12,False,21.150882431986616,4.305834897121933
235k,0.5,18,12,True,21.178862500961905,4.313925929739759
235k,0.5,18,13,False,21.148432047460275,4.304971414018684
235k,0.5,18,13,True,21.17570974671749,4.312964844419041
235k,0.5,18,14,False,21.14377177730148,4.3037037295131
235k,0.5,18,14,True,21.173223387545594,4.312286608182678
235k,0.5,18,15,False,21.141628491005235,4.302950100789589
235k,0.5,18,15,True,21.170759226450272,4.311614341966648
235k,0.5,19,1,False,20.835731689681555,4.210035244085665
235k,0.5,19,1,True,20.835731689681555,4.210035244085665
235k,0.5,19,2,False,20.833681463100728,4.209406946109384
235k,0.5,19,2,True,20.834703976203212,4.209720502303292
235k,0.5,19,3,False,20.824862212598674,4.207309343178977
235k,0.5,19,3,True,20.83560207497056,4.210000251321826
235k,0.5,19,4,False,20.82488223848785,4.207148786229237
235k,0.5,19,4,True,20.830204069847774,4.208562851029568
235k,0.5,19,5,False,20.823512664145657,4.206699056551211
235k,0.5,19,5,True,20.82515116042769,4.207185947354497
235k,0.5,19,6,False,20.821346010401474,4.206087090069804
235k,0.5,19,6,True,20.824761580108063,4.207078230157645
235k,0.5,19,7,False,20.81854203456753,4.205347997119321
235k,0.5,19,7,True,20.824372471425573,4.206970653133029
235k,0.5,19,8,False,20.817768140614174,4.205056831728229
235k,0.5,19,8,True,20.82334911484854,4.206676773779811
235k,0.5,19,9,False,20.81981641764796,4.205392396871788
235k,0.5,19,9,True,20.822791289929484,4.206503536629757
235k,0.5,19,10,False,20.81406255639505,4.204039647133791
235k,0.5,19,10,True,20.822064869747592,4.206294277790553
235k,0.5,19,11,False,20.810069938512555,4.203089835613542
235k,0.5,19,11,True,20.821465043439893,4.2061290543781755
235k,0.5,19,12,False,20.81277557417102,4.203574776802303
235k,0.5,19,12,True,20.820505040094005,4.205866180413807
235k,0.5,19,13,False,20.80939934102109,4.202768353085111
235k,0.5,19,13,True,20.819547746541154,4.205604123683627
235k,0.5,19,14,False,20.816780224446568,4.204301969765666
235k,0.5,19,14,True,20.819525807098366,4.205568502968906
235k,0.5,19,15,False,20.814233449809123,4.203673341583911
235k,0.5,19,15,True,20.819509277253257,4.205534337324922
235k,0.5,20,1,False,20.917376440238876,4.236729533189689
235k,0.5,20,1,True,20.917376440238876,4.236729533189689
235k,0.5,20,2,False,20.914755748417967,4.2360465195647174
235k,0.5,20,2,True,20.916064020758846,4.236387360147415
235k,0.5,20,3,False,20.91661004715043,4.236276146328935
235k,0.5,20,3,True,20.916708873388192,4.2365200813595285
235k,0.5,20,4,False,20.910816157482564,4.234959077314778
235k,0.5,20,4,True,20.914783878431404,4.235985585309232
235k,0.5,20,5,False,20.91014333772214,4.234683725650913
235k,0.5,20,5,True,20.912833544654426,4.235430752739218
235k,0.5,20,6,False,20.908272085858883,4.2341730531980355
235k,0.5,20,6,True,20.911590132113933,4.235092745572714
235k,0.5,20,7,False,20.908171942677317,4.234023698864087
235k,0.5,20,7,True,20.91066248589384,4.234837390592235
235k,0.5,20,8,False,20.908161019495733,4.233899138763987
235k,0.5,20,8,True,20.91093661952397,4.234904362349876
235k,0.5,20,9,False,20.908047363159728,4.233760325448431
235k,0.5,20,9,True,20.911211358535603,4.234971532822963
235k,0.5,20,10,False,20.903483300104167,4.232724782179852
235k,0.5,20,10,True,20.91025434089009,4.2346833327044395
235k,0.5,20,11,False,20.90232530310909,4.232383717886279
235k,0.5,20,11,True,20.909308802872715,4.234397746110942
235k,0.5,20,12,False,20.90335217665039,4.232488017794799
235k,0.5,20,12,True,20.90874319021507,4.234208735931795
235k,0.5,20,13,False,20.901592638020247,4.232034860998858
235k,0.5,20,13,True,20.90817903244675,4.234020130729629
235k,0.5,20,14,False,20.899467515216937,4.231513437775126
235k,0.5,20,14,True,20.906920191989375,4.233642188597025
235k,0.5,20,15,False,20.89948868150559,4.231428673265359
235k,0.5,20,15,True,20.90607592657756,4.233378402868061
235k,0.5,21,1,False,21.14435281950853,4.303893543302185
235k,0.5,21,1,True,21.14435281950853,4.303893543302185
235k,0.5,21,2,False,21.142970284381295,4.303327683806428
235k,0.5,21,2,True,21.14365429568914,4.30360867836216
235k,0.5,21,3,False,21.138970773344848,4.302287921935633
235k,0.5,21,3,True,21.141482629097673,4.302961057300369
235k,0.5,21,4,False,21.137282692693447,4.301685511920734
235k,0.5,21,4,True,21.14073128094007,4.302746312290551
235k,0.5,21,5,False,21.134824278206644,4.300950657859694
235k,0.5,21,5,True,21.139985691962636,4.302533204169925
235k,0.5,21,6,False,21.132277364489955,4.300210132973668
235k,0.5,21,6,True,21.13860109665047,4.302100894074137
235k,0.5,21,7,False,21.12909812445847,4.299362358684556
235k,0.5,21,7,True,21.137220490123585,4.301669564756895
235k,0.5,21,8,False,21.127434816143932,4.298805983573997
235k,0.5,21,8,True,21.135829443278055,4.301257865177773
235k,0.5,21,9,False,21.125291551843187,4.298170910643031
235k,0.5,21,9,True,21.13444075084514,4.300846751339963
235k,0.5,21,10,False,21.122773029383467,4.297475694509959
235k,0.5,21,10,True,21.133251066773617,4.300505111643854
235k,0.5,21,11,False,21.120389206189895,4.2968157387915635
235k,0.5,21,11,True,21.132063556281484,4.3001639843571535
235k,0.5,21,12,False,21.118498515685534,4.296256485570462
235k,0.5,21,12,True,21.130877089314655,4.299837540043749
235k,0.5,21,13,False,21.11650866389279,4.295688226848109
235k,0.5,21,13,True,21.129695460028437,4.299512413820803
235k,0.5,21,14,False,21.11489463028706,4.29519800722842
235k,0.5,21,14,True,21.128518427598493,4.299146545147249
235k,0.5,21,15,False,21.113221809231714,4.294706396502323
235k,0.5,21,15,True,21.1273439371735,4.29878132373237
235k,0.5,22,1,False,13.35800772720376,2.7486870566423542
235k,0.5,22,1,True,13.35800772720376,2.7486870566423542
235k,0.5,22,2,False,13.223488606689255,2.690673830630413
235k,0.5,22,2,True,13.247108321328978,2.7106376225373614
235k,0.5,22,3,False,13.252692322186787,2.7047882909193515
235k,0.5,22,3,True,13.209599380083427,2.69702921998754
235k,0.5,22,4,False,13.304670006620281,2.7070629046861967
235k,0.5,22,4,True,13.219868970842796,2.6992315735289596
235k,0.5,22,5,False,13.297778852224315,2.7196815232621105
235k,0.5,22,5,True,13.253548342645168,2.7070471710610415
235k,0.5,22,6,False,13.241648365657142,2.683504285157389
235k,0.5,22,6,True,13.227382751721363,2.698173446158196
235k,0.5,22,7,False,13.187921158895398,2.6920350863855433
235k,0.5,22,7,True,13.214207142193496,2.695012917295223
235k,0.5,22,8,False,13.414796536517386,2.738590768665587
235k,0.5,22,8,True,13.220965487456331,2.6988875838841317
235k,0.5,22,9,False,13.168702274450053,2.683479864409202
235k,0.5,22,9,True,13.200157860527618,2.6931988343933315
235k,0.5,22,10,False,13.145778850072103,2.679176261530908
235k,0.5,22,10,True,13.184762300200346,2.6902465651686414
235k,0.5,22,11,False,13.120735604496842,2.6727193308127277
235k,0.5,22,11,True,13.171719669930475,2.6878103375240556
235k,0.5,22,12,False,13.259826254898597,2.7225589129043763
235k,0.5,22,12,True,13.173458227238623,2.6899225125365245
235k,0.5,22,13,False,13.168091739316898,2.6873786023080575
235k,0.5,22,13,True,13.168390794365155,2.688955955446815
235k,0.5,22,14,False,13.170377023043976,2.697624728471236
235k,0.5,22,14,True,13.16578867938621,2.689048334280156
235k,0.5,22,15,False,13.296026270329719,2.717883387551095
235k,0.5,22,15,True,13.168982537553442,2.690407685937359
235k,0.5,23,1,False,21.13502058305641,4.3012758966767315
235k,0.5,23,1,True,21.13502058305641,4.3012758966767315
235k,0.5,23,2,False,21.12083457347122,4.297525473025596
235k,0.5,23,2,True,21.127878183270454,4.2993870807185735
235k,0.5,23,3,False,21.117031218788274,4.2958572903535615
235k,0.5,23,3,True,21.12595951136013,4.298829729817637
235k,0.5,23,4,False,21.10888806398671,4.2934230278573855
235k,0.5,23,4,True,21.12081381969547,4.297176830953725
235k,0.5,23,5,False,21.100261319619147,4.290953121659434
235k,0.5,23,5,True,21.115794331675634,4.295559154748298
235k,0.5,23,6,False,21.091414539689,4.288496867733565
235k,0.5,23,6,True,21.112044398880027,4.294409954308376
235k,0.5,23,7,False,21.085294565507574,4.286633917177709
235k,0.5,23,7,True,21.10832479985465,4.293268485981327
235k,0.5,23,8,False,21.077234432288865,4.28444004246066
235k,0.5,23,8,True,21.103909085078058,4.292005666189402
235k,0.5,23,9,False,21.07413145618779,4.2832798096218525
235k,0.5,23,9,True,21.099521195560385,4.290750279983525
235k,0.5,23,10,False,21.068517128698236,4.281665312962207
235k,0.5,23,10,True,21.095772433929167,4.289707130725728
235k,0.5,23,11,False,21.062693466210117,4.280050789847347
235k,0.5,23,11,True,21.09204919059554,4.288670765033284
235k,0.5,23,12,False,21.06063338025773,4.279225361628184
235k,0.5,23,12,True,21.088146385828647,4.287513048697371
235k,0.5,23,13,False,21.058862336985786,4.278499651016116
235k,0.5,23,13,True,21.08426512370917,4.286360731922412
235k,0.5,23,14,False,21.049275317352908,4.276225343092479
235k,0.5,23,14,True,21.081585471392458,4.28562530016497
235k,0.5,23,15,False,21.04753343566936,4.275557412567267
235k,0.5,23,15,True,21.078933731430393,4.284896978075145
235k,0.5,24,1,False,21.418763690800706,4.382671715843602
235k,0.5,24,1,True,21.418763690800706,4.382671715843602
235k,0.5,24,2,False,21.40716913607441,4.379492265592593
235k,0.5,24,2,True,21.412952842504286,4.381078155787313
235k,0.5,24,3,False,21.396704927773854,4.376567768795582
235k,0.5,24,3,True,21.4073777844579,4.379548682956361
235k,0.5,24,4,False,21.385653666179955,4.373591101369331
235k,0.5,24,4,True,21.40172664998125,4.377977163564297
235k,0.5,24,5,False,21.378610643563647,4.371378495838255
235k,0.5,24,5,True,21.396312342409615,4.376469036905056
235k,0.5,24,6,False,21.36873515242224,4.3687089918351125
235k,0.5,24,6,True,21.39147490601116,4.375159534795022
235k,0.5,24,7,False,21.36150044145418,4.366559679198368
235k,0.5,24,7,True,21.386671647208534,4.373858916749908
235k,0.5,24,8,False,21.355348944010156,4.364659084148605
235k,0.5,24,8,True,21.382194362630305,4.372500423183191
235k,0.5,24,9,False,21.348816875133018,4.36273420473718
235k,0.5,24,9,True,21.377760522325598,4.371153096289471
235k,0.5,24,10,False,21.340782650160605,4.360571353705596
235k,0.5,24,10,True,21.373662604003407,4.370040993065214
235k,0.5,24,11,False,21.333445579805463,4.358577961905866
235k,0.5,24,11,True,21.36958527366029,4.368934391383895
235k,0.5,24,12,False,21.327348801866965,4.356849397414298
235k,0.5,24,12,True,21.365529423760552,4.367743662664883
235k,0.5,24,13,False,21.323150314458523,4.35550676094305
235k,0.5,24,13,True,21.36150044145418,4.366559679198368
235k,0.5,24,14,False,21.3174933784975,4.353930249973305
235k,0.5,24,14,True,21.35840930658707,4.365605241964486
235k,0.5,24,15,False,21.311343002780514,4.352297709314214
235k,0.5,24,15,True,21.355348944010156,4.364659084148605
235k,0.5,25,1,False,21.27312852250912,4.341404175479917
235k,0.5,25,1,True,21.27312852250912,4.341404175479917
235k,0.5,25,2,False,21.268951737887612,4.34011022291594
235k,0.5,25,2,True,21.271033237533068,4.3407555034161724
235k,0.5,25,3,False,21.26446184232172,4.338778553750055
235k,0.5,25,3,True,21.268951737887612,4.34011022291594
235k,0.5,25,4,False,21.259398501304883,4.337363430433997
235k,0.5,25,4,True,21.266686612803156,4.339438984012917
235k,0.5,25,5,False,21.254116898883073,4.335928366477448
235k,0.5,25,5,True,21.26392130767403,4.338632281291294
235k,0.5,25,6,False,21.25134726994152,4.334965132050909
235k,0.5,25,6,True,21.261631833979102,4.337992322974226
235k,0.5,25,7,False,21.24705140928301,4.333746053419947
235k,0.5,25,7,True,21.259346559031894,4.337353464596284
235k,0.5,25,8,False,21.24250858452191,4.332501871553203
235k,0.5,25,8,True,21.25719716046075,4.3367628907321265
235k,0.5,25,9,False,21.23858693374289,4.3313878332987725
235k,0.5,25,9,True,21.255054319058182,4.3361739652436135
235k,0.5,25,10,False,21.23512623673675,4.330379182817081
235k,0.5,25,10,True,21.25293057260408,4.335498268979156
235k,0.5,25,11,False,21.231090326871588,4.3292860437008045
235k,0.5,25,11,True,21.25082245955864,4.334827025156833
235k,0.5,25,12,False,21.228978356280148,4.328559400012865
235k,0.5,25,12,True,21.24882261115186,4.334256090052018
235k,0.5,25,13,False,21.226444541784954,4.327773562618583
235k,0.5,25,13,True,21.246825906109812,4.333686017352111
235k,0.5,25,14,False,21.22305330014073,4.326845440179735
235k,0.5,25,14,True,21.24475726735302,4.333117796578556
235k,0.5,25,15,False,21.219683201637064,4.325936502675832
235k,0.5,25,15,True,21.242694210892907,4.33255109752933
235k,0.5,26,1,False,13.543145124816938,2.7766966636408044
235k,0.5,26,1,True,13.543145124816938,2.7766966636408044
235k,0.5,26,2,False,13.463809178580911,2.7465437295778825
235k,0.5,26,2,True,13.463823011784244,2.7518960450849854
235k,0.5,26,3,False,13.294724331151293,2.694749558360481
235k,0.5,26,3,True,13.403157175093357,2.7278402969781106
235k,0.5,26,4,False,13.451334860843414,2.733877478753812
235k,0.5,26,4,True,13.39974231134816,2.7259758650981594
235k,0.5,26,5,False,13.398100554110341,2.731526343033822
235k,0.5,26,5,True,13.390151356883662,2.7226900787483665
235k,0.5,26,6,False,13.425200590605622,2.753468747385603
235k,0.5,26,6,True,13.386935575852247,2.7262358066587047
235k,0.5,26,7,False,13.445878089512702,2.757970896912168
235k,0.5,26,7,True,13.39575589117263,2.7320224335833756
235k,0.5,26,8,False,13.347134385850918,2.7172625816306355
235k,0.5,26,8,True,13.37405922264872,2.7262909536861106
235k,0.5,26,9,False,13.4086338993694,2.7378140865157614
235k,0.5,26,9,True,13.372636215904695,2.726896850703988
235k,0.5,26,10,False,13.357734401467031,2.731619381004162
235k,0.5,26,10,True,13.36693381552285,2.727412224754081
235k,0.5,26,11,False,13.297970796624016,2.7061164677265848
235k,0.5,26,11,True,13.356117572242237,2.7245597953542346
235k,0.5,26,12,False,13.279137942451417,2.703430613611073
235k,0.5,26,12,True,13.347559750724118,2.7221621221783634
235k,0.5,26,13,False,13.304153654928278,2.7129306804540385
235k,0.5,26,13,True,13.342052867173152,2.720777534568237
235k,0.5,26,14,False,13.368735558990638,2.740882533380972
235k,0.5,26,14,True,13.343502435932743,2.722306269147852
235k,0.5,26,15,False,13.311072999221954,2.720910355042341
235k,0.5,26,15,True,13.34153391234821,2.722583284264772
235k,0.5,27,1,False,13.212973855638152,2.692999070101338
235k,0.5,27,1,True,13.212973855638152,2.692999070101338
235k,0.5,27,2,False,13.29947349766469,2.727988817516333
235k,0.5,27,2,True,13.242244715452083,2.707286831257296
235k,0.5,27,3,False,13.247429734240963,2.7137363407252524
235k,0.5,27,3,True,13.254499598613773,2.7139862903895513
235k,0.5,27,4,False,13.302554142119469,2.720994547463689
235k,0.5,27,4,True,13.25888208616768,2.715313672126718
235k,0.5,27,5,False,13.33495784732092,2.7418224879373208
235k,0.5,27,5,True,13.274885677207509,2.720778395871587
235k,0.5,27,6,False,13.214856409424403,2.7041791580557493
235k,0.5,27,6,True,13.257504290709809,2.7166767506899916
235k,0.5,27,7,False,13.253375972097487,2.7164062007205656
235k,0.5,27,7,True,13.250489259635332,2.715537722697446
235k,0.5,27,8,False,13.265435966640316,2.720263551129266
235k,0.5,27,8,True,13.246312644381632,2.7157528842903353
235k,0.5,27,9,False,13.188575550373292,2.6909392451330416
235k,0.5,27,9,True,13.239503537477791,2.7130172523494247
235k,0.5,27,10,False,13.210945893781215,2.698607310985136
235k,0.5,27,10,True,13.23355083611195,2.7115187989593794
235k,0.5,27,11,False,13.249229191840925,2.715080632439867
235k,0.5,27,11,True,13.231669728379826,2.7110438140426
235k,0.5,27,12,False,13.198902793377792,2.688714180249162
235k,0.5,27,12,True,13.223557933434073,2.708361823707738
235k,0.5,27,13,False,13.155719891103528,2.677596618470863
235k,0.5,27,13,True,13.216647581827385,2.7058284422268217
235k,0.5,27,14,False,13.234217082840669,2.7086759419208657
235k,0.5,27,14,True,13.21306229305068,2.705121724657
235k,0.5,27,15,False,13.223883741332495,2.7016342264274695
235k,0.5,27,15,True,13.210596023542903,2.704119223557729
235k,0.5,28,1,False,21.0372078185725,4.272987941634792
235k,0.5,28,1,True,21.0372078185725,4.272987941634792
235k,0.5,28,2,False,21.02024751307175,4.268591077063429
235k,0.5,28,2,True,21.02864105726379,4.270763906831293
235k,0.5,28,3,False,21.0195364328264,4.267492720844137
235k,0.5,28,3,True,21.029448476862996,4.270910420505483
235k,0.5,28,4,False,21.008589100772838,4.264481063324412
235k,0.5,28,4,True,21.022280820980455,4.268647641478507
235k,0.5,28,5,False,21.00424118505364,4.262885345734032
235k,0.5,28,5,True,21.01529635097658,4.266433646943924
235k,0.5,28,6,False,20.994465931108753,4.260272697467155
235k,0.5,28,6,True,21.01275886656351,4.26567675900179
235k,0.5,28,7,False,20.987111810533687,4.258218946040185
235k,0.5,28,7,True,21.009268924114437,4.264657016236172
235k,0.5,28,8,False,20.983184720257967,4.256910639286634
235k,0.5,28,8,True,21.00466315490098,4.263217134296001
235k,0.5,28,9,False,20.980208122960086,4.255847783942621
235k,0.5,28,9,True,21.00009675401421,4.261787199631213
235k,0.5,28,10,False,20.974494162726693,4.254276654105715
235k,0.5,28,10,True,20.99749679910863,4.26108613148912
235k,0.5,28,11,False,20.970078219693594,4.253009389927161
235k,0.5,28,11,True,20.994936749366016,4.260395763586255
235k,0.5,28,12,False,20.968516899549027,4.25235926849226
235k,0.5,28,12,True,20.992585084393806,4.259719007692147
235k,0.5,28,13,False,20.966864052405707,4.25172545154763
235k,0.5,28,13,True,20.99026157260757,4.25904986910288
235k,0.5,28,14,False,20.961850925865498,4.250433506349363
235k,0.5,28,14,True,20.987122923134315,4.258090682816866
235k,0.5,28,15,False,20.957792133830544,4.249367237511394
235k,0.5,28,15,True,20.983834170503634,4.257089091011659
235k,0.5,29,1,False,13.233454536545313,2.692350914851794
235k,0.5,29,1,True,13.233454536545313,2.692350914851794
235k,0.5,29,2,False,13.228827796909139,2.6956798272811024
235k,0.5,29,2,True,13.217313571987113,2.6919513610897834
235k,0.5,29,3,False,13.363596070097962,2.721500921645773
235k,0.5,29,3,True,13.24133449478434,2.696495530616253
235k,0.5,29,4,False,13.326641318378119,2.741615438307963
235k,0.5,29,4,True,13.2458015970588,2.705611711380588
235k,0.5,29,5,False,13.259271326365672,2.7032940210215344
235k,0.5,29,5,True,13.23829505059205,2.701189968549977
235k,0.5,29,6,False,13.24402514252162,2.6814018428756126
235k,0.5,29,6,True,13.232701975803602,2.6961529802137423
235k,0.5,29,7,False,13.238834692818834,2.6976930550677305
235k,0.5,29,7,True,13.229600999677032,2.6957279977631865
235k,0.5,29,8,False,13.242277566367378,2.7116475385276875
235k,0.5,29,8,True,13.223150655956426,2.6972093880883246
235k,0.5,29,9,False,13.323800501211233,2.7098431887439443
235k,0.5,29,9,True,13.234330621229303,2.6990064430276886
235k,0.5,29,10,False,13.317985056122993,2.734477696126176
235k,0.5,29,10,True,13.238140852423726,2.7010524699399565
235k,0.5,29,11,False,13.154154267790712,2.680575241925946
235k,0.5,29,11,True,13.224765449283122,2.698338007825975
235k,0.5,29,12,False,13.191230875902844,2.6996732454008567
235k,0.5,29,12,True,13.217561122662428,2.6985191200413867
235k,0.5,29,13,False,13.105906101395927,2.6731567020899325
235k,0.5,29,13,True,13.205507942074629,2.6960750136552494
235k,0.5,29,14,False,13.202806065045348,2.7012886730445405
235k,0.5,29,14,True,13.20156813212493,2.696260084187303
235k,0.5,29,15,False,13.256754894890225,2.709252945249819
235k,0.5,29,15,True,13.204654563246507,2.6969602389649205
235k,0.5,30,1,False,13.415848092105318,2.742887334685769
235k,0.5,30,1,True,13.415848092105318,2.742887334685769
235k,0.5,30,2,False,13.265359710401299,2.684911216928919
235k,0.5,30,2,True,13.274231379351376,2.6982860181351715
235k,0.5,30,3,False,13.318753274657091,2.7314790943140617
235k,0.5,30,3,True,13.319299916857924,2.721309693199581
235k,0.5,30,4,False,13.317377158326815,2.719896072884431
235k,0.5,30,4,True,13.293892746087515,2.7141355205802737
235k,0.5,30,5,False,13.384580418724774,2.7406812814809545
235k,0.5,30,5,True,13.3056249673141,2.7185481250766204
235k,0.5,30,6,False,13.358130586801451,2.7468471391143265
235k,0.5,30,6,True,13.304747702190323,2.7211090337302504
235k,0.5,30,7,False,13.27886672471284,2.682911255340166
235k,0.5,30,7,True,13.293583405812443,2.7146455498137803
235k,0.5,30,8,False,13.35419898043271,2.7049486905249585
235k,0.5,30,8,True,13.28797394654344,2.7104190290935697
235k,0.5,30,9,False,13.229595535912614,2.6913534272229236
235k,0.5,30,9,True,13.278255752024595,2.7074952529245455
235k,0.5,30,10,False,13.295768562249616,2.7195937039267593
235k,0.5,30,10,True,13.276082193006078,2.7080167609853025
235k,0.5,30,11,False,13.187278976164112,2.6929235446956272
235k,0.5,30,11,True,13.262436081996487,2.7048309104665944
235k,0.5,30,12,False,13.330589766472018,2.720163289839111
235k,0.5,30,12,True,13.266003862898904,2.7065131855432107
235k,0.5,30,13,False,13.160348278699505,2.6837503811349293
235k,0.5,30,13,True,13.251521338490653,2.7034290608760605
235k,0.5,30,14,False,13.263893513165186,2.699536432321473
235k,0.5,30,14,True,13.245268947807384,2.701687355466996
235k,0.5,30,15,False,13.231357867507398,2.710623400197199
235k,0.5,30,15,True,13.238394079941354,2.7012543841094447
235k,0.5,31,1,False,13.253300218122508,2.7033651305019615
235k,0.5,31,1,True,13.253300218122508,2.7033651305019615
235k,0.5,31,2,False,13.323393898096882,2.731806716832668
235k,0.5,31,2,True,13.27632702031063,2.715503658606117
235k,0.5,31,3,False,13.339314752528965,2.7194725157820616
235k,0.5,31,3,True,13.277992977342826,2.712944684516743
235k,0.5,31,4,False,13.24048481028732,2.691360250474674
235k,0.5,31,4,True,13.2563110719503,2.705694775670043
235k,0.5,31,5,False,13.258520236484422,2.7062085765679083
235k,0.5,31,5,True,13.25225280830275,2.705201033689981
235k,0.5,31,6,False,13.224688689303473,2.686147279412749
235k,0.5,31,6,True,13.233270829607505,2.698884777983254
235k,0.5,31,7,False,13.223078520197651,2.701970286792059
235k,0.5,31,7,True,13.225607298678996,2.698487672396989
235k,0.5,31,8,False,13.290699126006484,2.695696793289336
235k,0.5,31,8,True,13.225982456732678,2.6971334886246687
235k,0.5,31,9,False,13.203269675439664,2.6921440950101068
235k,0.5,31,9,True,13.221177967175167,2.6963254092776356
235k,0.5,31,10,False,13.36340922054839,2.734870456660184
235k,0.5,31,10,True,13.226840273669314,2.6983527344464013
