dataset,aug_perc,num,epoch,ensemble,smape,mase*
235k,0.5,4,9,False,21.175095131112364,4.31282780801171
235k,0.5,4,9,True,21.188215488755702,4.31672202955512
235k,0.5,4,10,False,21.17207363496017,4.311940279400185
235k,0.5,4,10,True,21.186527198084054,4.316245247674005
235k,0.5,4,11,False,21.16894169909416,4.311048302214194
235k,0.5,4,11,True,21.184843123302862,4.315769634132312
235k,0.5,4,12,False,21.166084170610144,4.310222255384358
235k,0.5,4,12,True,21.18311709469261,4.315231684701649
235k,0.5,4,13,False,21.163606691110875,4.309480972599681
235k,0.5,4,13,True,21.181399735761005,4.314695850315193
235k,0.5,4,14,False,21.161024271356236,4.308733941022193
235k,0.5,4,14,True,21.179778721186143,4.314216338467023
235k,0.5,4,15,False,21.159206583345057,4.3081431515567274
235k,0.5,4,15,True,21.17816116366981,4.313737698454047
235k,0.5,5,1,False,13.337826776176207,2.714237488068019
235k,0.5,5,1,True,13.337826776176207,2.714237488068019
235k,0.5,5,2,False,13.283945245856078,2.7256034782801395
235k,0.5,5,2,True,13.249840524797095,2.7129561718755903
235k,0.5,5,3,False,13.180896874399284,2.6832095465201795
235k,0.5,5,3,True,13.241614748029205,2.7069922796222303
235k,0.5,5,4,False,13.20634044201955,2.6942616879706147
235k,0.5,5,4,True,13.215230394431005,2.6989371031479163
235k,0.5,5,5,False,13.23447967094602,2.7105211447054387
235k,0.5,5,5,True,13.222533067240647,2.7022329635985356
235k,0.5,5,6,False,13.354491033149602,2.724806217743503
235k,0.5,5,6,True,13.223385782743238,2.70555527128705
235k,0.5,5,7,False,13.212935340714315,2.711136574442096
235k,0.5,5,7,True,13.213244530664408,2.705654368110581
235k,0.5,5,8,False,13.346786802710191,2.7418826321299496
235k,0.5,5,8,True,13.217968024706709,2.707733149775573
235k,0.5,5,9,False,13.21467078875067,2.6837182979133334
235k,0.5,5,9,True,13.214329683657677,2.7044584783623713
235k,0.5,5,10,False,13.235140728612931,2.718847164983082
235k,0.5,5,10,True,13.211025817844531,2.705591982789243
235k,0.5,5,11,False,13.194772546402673,2.6906284832445575
235k,0.5,5,11,True,13.206615543169907,2.7036063260744703
235k,0.5,5,12,False,13.266872462666326,2.717499198865194
235k,0.5,5,12,True,13.209419517272716,2.7044820718844567
235k,0.5,5,13,False,13.276531015341629,2.698078289542921
235k,0.5,5,13,True,13.20857621136332,2.7029296784944323
235k,0.5,5,14,False,13.17814127259315,2.681615951159786
235k,0.5,5,14,True,13.200856631487653,2.6994136143932845
235k,0.5,5,15,False,13.186556965507924,2.6931691571664143
235k,0.5,5,15,True,13.193840238818165,2.6969843286103927
235k,0.5,6,1,False,13.508331190265343,2.7288640619506985
235k,0.5,6,1,True,13.508331190265343,2.7288640619506985
235k,0.5,6,2,False,13.589840853098936,2.774987572747726
235k,0.5,6,2,True,13.51370746640161,2.741809971723915
235k,0.5,6,3,False,13.595136730984354,2.775608024997858
235k,0.5,6,3,True,13.572795013993373,2.765289935246104
235k,0.5,6,4,False,13.543749728724034,2.759582347388609
235k,0.5,6,4,True,13.55349350912705,2.761795896048944
235k,0.5,6,5,False,13.447937269349753,2.7263121118544142
235k,0.5,6,5,True,13.53238058744325,2.755512044858981
235k,0.5,6,6,False,13.464471244434872,2.7431960723750417
235k,0.5,6,6,True,13.512509115326724,2.750806091031221
235k,0.5,6,7,False,13.492628247520068,2.755974705197105
235k,0.5,6,7,True,13.513314811496011,2.75270491904055
235k,0.5,6,8,False,13.436636359665755,2.7388754350116025
235k,0.5,6,8,True,13.489648263080511,2.7480043450282032
235k,0.5,6,9,False,13.420229042082317,2.7267267263588333
235k,0.5,6,9,True,13.471129729154839,2.7428711449554535
235k,0.5,6,10,False,13.48741291497231,2.761919627286047
235k,0.5,6,10,True,13.466478658355737,2.7445594902328887
235k,0.5,6,11,False,13.472462018566631,2.7521381561601417
235k,0.5,6,11,True,13.462992344281702,2.7450545943045332
235k,0.5,6,12,False,13.67265487616002,2.823204552840643
235k,0.5,6,12,True,13.460931794460878,2.7462714720294037
235k,0.5,6,13,False,13.334518034278053,2.7030375990018283
235k,0.5,6,13,True,13.45044804671216,2.7432660873614267
235k,0.5,6,14,False,13.463219543384467,2.753268924054492
235k,0.5,6,14,True,13.447601143619977,2.743327464766642
235k,0.5,6,15,False,13.464447273598553,2.75360720971854
235k,0.5,6,15,True,13.446698485056228,2.7437294442356532
235k,0.5,7,1,False,14.119592076381478,2.81252826558128
235k,0.5,7,1,True,14.119592076381478,2.81252826558128
235k,0.5,7,2,False,14.081266340514711,2.804876277902949
235k,0.5,7,2,True,14.08717584866225,2.8059229173209896
235k,0.5,7,3,False,14.048062105760824,2.805692099399506
235k,0.5,7,3,True,14.065721056567819,2.8036593361778555
235k,0.5,7,4,False,13.965655184658424,2.7868279638991234
235k,0.5,7,4,True,14.038704609348024,2.8006955306254184
235k,0.5,7,5,False,13.955346409127648,2.781039716154073
235k,0.5,7,5,True,14.023068223336459,2.7973369864604574
235k,0.5,7,6,False,13.952176568905264,2.779920851627332
235k,0.5,7,6,True,13.996273184752363,2.790748299450456
235k,0.5,7,7,False,13.98633464676234,2.799125788958893
235k,0.5,7,7,True,13.983385409758188,2.7891698451204006
235k,0.5,7,8,False,15.709351061762316,2.967473831625135
235k,0.5,7,8,True,13.985653771218708,2.7922745913430007
235k,0.5,7,9,False,15.708790987301455,2.9373415872236768
235k,0.5,7,9,True,13.974303934841462,2.7896890071020466
235k,0.5,7,10,False,15.67861794029569,2.9576383598442493
235k,0.5,7,10,True,13.971181012621914,2.7896534818409426
235k,0.5,7,11,False,15.623272064857524,2.971581168885417
235k,0.5,7,11,True,13.975059090970706,2.7917730485736447
235k,0.5,7,12,False,15.5165614527362,2.976230182910401
235k,0.5,7,12,True,13.977557321503404,2.7934560073678982
235k,0.5,7,13,False,15.669105795249571,2.9935382774230335
235k,0.5,7,13,True,13.984103951671502,2.796240312076337
235k,0.5,7,14,False,15.599407368184693,2.979361991656275
235k,0.5,7,14,True,14.34582594904094,2.8386909129229783
235k,0.5,7,15,False,15.457001121063021,2.9427430851622676
235k,0.5,7,15,True,15.223736054716467,2.9173329151557983
235k,0.5,8,1,False,13.344705550409593,2.720974812002101
235k,0.5,8,1,True,13.344705550409593,2.720974812002101
235k,0.5,8,2,False,13.3656231186744,2.726347844242456
235k,0.5,8,2,True,13.351952223546057,2.7229498700025307
235k,0.5,8,3,False,13.56674786525659,2.796839091021199
235k,0.5,8,3,True,13.37064008448031,2.7292264991141564
235k,0.5,8,4,False,13.333834850553211,2.7090766508410433
235k,0.5,8,4,True,13.358573087484165,2.7236800233090857
235k,0.5,8,5,False,13.464066900654613,2.760523966934701
235k,0.5,8,5,True,13.374417285654992,2.7287586611144867
235k,0.5,8,6,False,13.411979774420798,2.744386793596405
235k,0.5,8,6,True,13.391103766089854,2.7360028631644635
235k,0.5,8,7,False,13.339564958474032,2.7141089008523
235k,0.5,8,7,True,13.373438601169477,2.7289561084021745
235k,0.5,8,8,False,13.39854660346972,2.732922446737821
235k,0.5,8,8,True,13.378335051632726,2.7307502166118423
235k,0.5,8,9,False,13.385573170741397,2.733746263597103
235k,0.5,8,9,True,13.383200579096178,2.7324030369359744
235k,0.5,8,10,False,13.355878746343492,2.7124041616766843
235k,0.5,8,10,True,13.369996617623842,2.727805690880689
235k,0.5,8,11,False,13.340695876292175,2.717754664299647
235k,0.5,8,11,True,13.36227005408024,2.7250135370786155
235k,0.5,8,12,False,13.367518137982778,2.730105158065899
235k,0.5,8,12,True,13.360953544094734,2.7255659968322536
235k,0.5,8,13,False,13.317339564186103,2.7124208415648616
235k,0.5,8,13,True,13.355040214223742,2.7234107456816163
235k,0.5,8,14,False,13.34416267045666,2.720269718386422
235k,0.5,8,14,True,13.352003919251406,2.722671059453537
235k,0.5,8,15,False,13.371999290102805,2.7323220245516118
235k,0.5,8,15,True,13.352482806971262,2.7231665630542823
235k,0.5,9,1,False,20.926317912157163,4.239773380758567
235k,0.5,9,1,True,20.926317912157163,4.239773380758567
235k,0.5,9,2,False,20.91172844315781,4.2364151943465345
235k,0.5,9,2,True,20.91883669976065,4.2380383783309155
235k,0.5,9,3,False,20.922056875446778,4.238204387434752
235k,0.5,9,3,True,20.926281277943605,4.239779280387358
235k,0.5,9,4,False,20.914610794453264,4.236328348394372
235k,0.5,9,4,True,20.920636320175394,4.238115471365906
235k,0.5,9,5,False,20.908404735857843,4.234746874215013
235k,0.5,9,5,True,20.915250870298127,4.236539533430787
235k,0.5,9,6,False,20.911230899919634,4.235067341869897
235k,0.5,9,6,True,20.916265473724387,4.236804547923132
235k,0.5,9,7,False,20.904535935292596,4.233414639537064
235k,0.5,9,7,True,20.914598063498516,4.236333350732756
235k,0.5,9,8,False,20.897722277864617,4.231778145172631
235k,0.5,9,8,True,20.912516346450357,4.235802018962749
235k,0.5,9,9,False,20.89352829222994,4.2307031036317
235k,0.5,9,9,True,20.910451077553326,4.235275609314145
235k,0.5,9,10,False,20.896534503153706,4.231103185728214
235k,0.5,9,10,True,20.906647480117815,4.234128705461209
235k,0.5,9,11,False,20.890930129418624,4.229768455040316
235k,0.5,9,11,True,20.903060838535566,4.233058101733481
235k,0.5,9,12,False,20.89049126481311,4.229499376683154
235k,0.5,9,12,True,20.90244058105015,4.232895288679937
235k,0.5,9,13,False,20.89164015004629,4.229572363713691
235k,0.5,9,13,True,20.901754081964352,4.2326992029604655
235k,0.5,9,14,False,20.890105833724974,4.229108313107155
235k,0.5,9,14,True,20.901588334767865,4.232677117462999
235k,0.5,9,15,False,20.88849949209881,4.228641641539234
235k,0.5,9,15,True,20.90135706592624,4.232639390198312
235k,0.5,10,1,False,13.579139374816567,2.776547456442874
235k,0.5,10,1,True,13.579139374816567,2.776547456442874
235k,0.5,10,2,False,13.553184731752502,2.7692526315708825
235k,0.5,10,2,True,13.56207407224717,2.7719093067805938
235k,0.5,10,3,False,13.421311657146722,2.7390827135150455
235k,0.5,10,3,True,13.542913523381317,2.7650822761226546
235k,0.5,10,4,False,13.491071315311904,2.768541770429462
235k,0.5,10,4,True,13.47172859045576,2.7615112311024026
235k,0.5,10,5,False,13.35932849792896,2.71849029327365
235k,0.5,10,5,True,13.439853878317765,2.751809802983865
235k,0.5,10,6,False,13.556490523575473,2.792993952871286
235k,0.5,10,6,True,13.455176343155756,2.758158483929553
235k,0.5,10,7,False,13.371147427546747,2.7309264599693326
235k,0.5,10,7,True,13.436232985069038,2.7517963299177306
235k,0.5,10,8,False,13.401414219570695,2.7404382100293856
235k,0.5,10,8,True,13.423095138228398,2.7473620548674593
235k,0.5,10,9,False,13.453050980826065,2.756758828709957
235k,0.5,10,9,True,13.42520857137799,2.7483639171358
235k,0.5,10,10,False,13.370186108111197,2.720276189513789
235k,0.5,10,10,True,13.413183897852724,2.744193610256575
235k,0.5,10,11,False,13.322704401805192,2.7057056551691385
235k,0.5,10,11,True,13.401881195704766,2.7401085378845726
235k,0.5,10,12,False,13.362556786327229,2.730620053313502
235k,0.5,10,12,True,13.395486397138717,2.7383007890158892
235k,0.5,10,13,False,13.411160832631072,2.7489952304364627
235k,0.5,10,13,True,13.395106896426762,2.7388182528157676
235k,0.5,10,14,False,13.327551381538678,2.7036703890508758
235k,0.5,10,14,True,13.387690083644955,2.73590459832199
235k,0.5,10,15,False,13.414761634732209,2.752125100446644
235k,0.5,10,15,True,13.388569171651183,2.7370730450194496
235k,0.5,11,1,False,13.438121737733868,2.7528776877238985
235k,0.5,11,1,True,13.438121737733868,2.7528776877238985
235k,0.5,11,2,False,13.5516952388575,2.766794531820891
235k,0.5,11,2,True,13.473403367992582,2.756457532590141
235k,0.5,11,3,False,13.449506567345315,2.740057465277646
235k,0.5,11,3,True,13.42694110435974,2.7463311739175844
235k,0.5,11,4,False,13.541190181409121,2.789689710187897
235k,0.5,11,4,True,13.437009008481063,2.752689395721101
235k,0.5,11,5,False,13.40037856789793,2.7400963061377297
235k,0.5,11,5,True,13.429767639734793,2.7503321256625317
235k,0.5,11,6,False,13.465934955373722,2.7669143843930013
235k,0.5,11,6,True,13.43267395786933,2.7532571703279256
235k,0.5,11,7,False,13.473750531942539,2.7684393769692184
235k,0.5,11,7,True,13.43351585332597,2.7544716503976696
235k,0.5,11,8,False,13.379839072061019,2.738919505374038
235k,0.5,11,8,True,13.42637797940689,2.752790994761337
235k,0.5,11,9,False,13.426206538282289,2.7463080366225268
235k,0.5,11,9,True,13.41886354809996,2.7510968328890275
235k,0.5,11,10,False,13.291936863079606,2.710431042345629
235k,0.5,11,10,True,13.400205067616866,2.7462045021331027
235k,0.5,11,11,False,13.495627465235758,2.7652141004722885
235k,0.5,11,11,True,13.400205412719085,2.746433501411969
235k,0.5,11,12,False,13.432457866502526,2.7468550760571553
235k,0.5,11,12,True,13.39444720257982,2.7448019214738943
235k,0.5,11,13,False,13.365794058668195,2.7378797784492703
235k,0.5,11,13,True,13.387427661874003,2.743459809589404
235k,0.5,11,14,False,13.384586522778116,2.7222631658877345
235k,0.5,11,14,True,13.381820424595098,2.741497916630208
235k,0.5,11,15,False,13.32181697289542,2.723834391640352
235k,0.5,11,15,True,13.376122736421479,2.7402071175158174
235k,0.5,12,1,False,13.183318165438756,2.67847641291076
235k,0.5,12,1,True,13.183318165438756,2.67847641291076
235k,0.5,12,2,False,13.288649367774212,2.7161076572088123
235k,0.5,12,2,True,13.22399800558636,2.693912128515199
235k,0.5,12,3,False,13.333983900739382,2.741726583934306
235k,0.5,12,3,True,13.257899871992405,2.708621818402726
235k,0.5,12,4,False,13.257747030127039,2.7176786551079366
235k,0.5,12,4,True,13.250545917865209,2.7112644835693454
235k,0.5,12,5,False,13.239623872013563,2.7028103502051013
235k,0.5,12,5,True,13.236883871757483,2.705974765995009
235k,0.5,12,6,False,13.255092809143402,2.7061495553748984
235k,0.5,12,6,True,13.230047654867121,2.703799978221577
235k,0.5,12,7,False,13.247745201921964,2.710655697344631
235k,0.5,12,7,True,13.234449247342129,2.705967457287207
235k,0.5,12,8,False,13.300917065108937,2.7287743556892448
235k,0.5,12,8,True,13.238436373320537,2.707442634725792
235k,0.5,12,9,False,13.284980883799003,2.722926614531841
235k,0.5,12,9,True,13.238873176964587,2.7081967199686696
235k,0.5,12,10,False,13.299720722494813,2.7337441538106595
235k,0.5,12,10,True,13.24192081436864,2.7100656574094963
235k,0.5,12,11,False,13.290247357404589,2.691934026889507
235k,0.5,12,11,True,13.235437664647389,2.707149922937318
235k,0.5,12,12,False,13.20903379821707,2.6914154536910835
235k,0.5,12,12,True,13.229157760128897,2.7051770788642697
235k,0.5,12,13,False,13.29558021630321,2.7323748059486443
235k,0.5,12,13,True,13.232399374002124,2.707089066386477
235k,0.5,12,14,False,13.187798744951314,2.6903976550449893
235k,0.5,12,14,True,13.225096950244573,2.704596591952257
235k,0.5,12,15,False,13.256877828816023,2.7187462957816253
235k,0.5,12,15,True,13.227291991619895,2.7059293996966782
235k,0.5,13,1,False,21.153567782897202,4.306366628991399
235k,0.5,13,1,True,21.153567782897202,4.306366628991399
235k,0.5,13,2,False,21.146553047542493,4.30453189840069
235k,0.5,13,2,True,21.15004823268604,4.305445622385184
235k,0.5,13,3,False,21.143775011224665,4.303529634781346
235k,0.5,13,3,True,21.148567645250687,4.305037392362712
235k,0.5,13,4,False,21.13936856963664,4.30223473819457
235k,0.5,13,4,True,21.146104218292678,4.304266572434331
235k,0.5,13,5,False,21.1353886225035,4.301042709317442
235k,0.5,13,5,True,21.14365518056652,4.303499624679475
235k,0.5,13,6,False,21.129667002765967,4.299532276954196
235k,0.5,13,6,True,21.14124836870369,4.302795294875629
235k,0.5,13,7,False,21.125767204151195,4.298393635747502
235k,0.5,13,7,True,21.138848599507146,4.302092819404948
235k,0.5,13,8,False,21.125464601959607,4.297976883709868
235k,0.5,13,8,True,21.136578948122633,4.301433973444931
235k,0.5,13,9,False,21.119213934418834,4.296411916283978
235k,0.5,13,9,True,21.13431491429635,4.300776664013147
235k,0.5,13,10,False,21.11644110343596,4.295545842343034
235k,0.5,13,10,True,21.132400285502516,4.300250999164828
235k,0.5,13,11,False,21.112541514257916,4.294477221562108
235k,0.5,13,11,True,21.13049727707198,4.2997283880234765
235k,0.5,13,12,False,21.110450886530852,4.293777340158942
235k,0.5,13,12,True,21.129267478520866,4.299355161500234
235k,0.5,13,13,False,21.107263892381816,4.292878209137648
235k,0.5,13,13,True,21.12803991356899,4.298982415481752
235k,0.5,13,14,False,21.104692572936298,4.292114876466197
235k,0.5,13,14,True,21.124650842898305,4.29796001823753
235k,0.5,13,15,False,21.10227398379743,4.291396570489254
235k,0.5,13,15,True,21.121279330166526,4.29694188345789
235k,0.5,14,1,False,13.29657268056119,2.7104745651620603
235k,0.5,14,1,True,13.29657268056119,2.7104745651620603
235k,0.5,14,2,False,13.276587984805898,2.716813901604941
235k,0.5,14,2,True,13.27305081618514,2.7113786173063774
235k,0.5,14,3,False,13.278414430091539,2.702354957699131
235k,0.5,14,3,True,13.270037360061462,2.7068332256349814
235k,0.5,14,4,False,13.278400692973939,2.6964120126212117
235k,0.5,14,4,True,13.26182805818255,2.701674227675506
235k,0.5,14,5,False,13.244398456023958,2.7088466490866665
235k,0.5,14,5,True,13.24777811346091,2.7011430520076463
235k,0.5,14,6,False,13.208867426854036,2.6886329465692613
235k,0.5,14,6,True,13.231333600564389,2.696010550398668
235k,0.5,14,7,False,13.220956203148427,2.690653607212306
235k,0.5,14,7,True,13.220191166029245,2.693713144777327
235k,0.5,14,8,False,13.215413953587474,2.687627194219424
235k,0.5,14,8,True,13.215621823880776,2.692316169255388
235k,0.5,14,9,False,13.196556101958581,2.692841359013713
235k,0.5,14,9,True,13.20915773149995,2.6915036583734233
235k,0.5,14,10,False,13.29937640875918,2.7095845497928734
235k,0.5,14,10,True,13.213294318502587,2.6925606488280107
235k,0.5,14,11,False,13.22485499455311,2.6944663515663207
235k,0.5,14,11,True,13.21211907562533,2.6924984918021817
235k,0.5,14,12,False,13.212959319030341,2.6923359974751633
235k,0.5,14,12,True,13.209426579147053,2.6920467097052554
235k,0.5,14,13,False,13.275547661683367,2.716298849474659
235k,0.5,14,13,True,13.210873777932756,2.6929130814486215
235k,0.5,14,14,False,13.225819488309657,2.700840255359332
235k,0.5,14,14,True,13.210481107830708,2.693070612669018
235k,0.5,14,15,False,13.23090429426879,2.693665490222818
235k,0.5,14,15,True,13.210565906378573,2.6927462747133757
235k,0.5,15,1,False,20.92427696857464,4.238340158684624
235k,0.5,15,1,True,20.92427696857464,4.238340158684624
235k,0.5,15,2,False,20.922750824821076,4.237907861767931
235k,0.5,15,2,True,20.923513395322555,4.238123883091212
235k,0.5,15,3,False,20.922507507559466,4.237736896093682
235k,0.5,15,3,True,20.923061710546587,4.237987760800984
235k,0.5,15,4,False,20.918992499497573,4.236912760153414
235k,0.5,15,4,True,20.922352965696057,4.237774874580015
235k,0.5,15,5,False,20.91972103268181,4.2369444332994775
235k,0.5,15,5,True,20.921823792999557,4.237608238727443
235k,0.5,15,6,False,20.917383851218638,4.236365078823305
235k,0.5,15,6,True,20.921080976458907,4.237406295564168
235k,0.5,15,7,False,20.917559026294413,4.236294302679254
235k,0.5,15,7,True,20.92055637675074,4.237264137814262
235k,0.5,15,8,False,20.91554929224125,4.23578866990955
235k,0.5,15,8,True,20.919477313087533,4.236940575574484
235k,0.5,15,9,False,20.914389092904596,4.235458187187527
235k,0.5,15,9,True,20.918382445435956,4.236612888095944
235k,0.5,15,10,False,20.913141634930106,4.235114269555663
235k,0.5,15,10,True,20.918142113242034,4.236543648438293
235k,0.5,15,11,False,20.91367068596058,4.235130716947543
235k,0.5,15,11,True,20.91809069649373,4.236524346173992
235k,0.5,15,12,False,20.91233351707383,4.234775910507565
235k,0.5,15,12,True,20.91728304140837,4.236277419800265
