optimizer,learning_rate,amsgrad,exponential_decay,num,epoch,ensemble,smape,mase*
adam,0.0001,False,True,0,14,True,13.680566986947936,2.782693126903667
adam,0.0001,False,True,0,15,False,13.574696743585703,2.7684497755423263
adam,0.0001,False,True,0,15,True,13.668009354184047,2.7812545537025715
adam,0.0001,False,True,1,1,False,13.983400056327913,2.862775020091048
adam,0.0001,False,True,1,1,True,13.983400056327913,2.862775020091048
adam,0.0001,False,True,1,2,False,13.511215483063847,2.7058908382319564
adam,0.0001,False,True,1,2,True,13.61182781731189,2.7562827488363593
adam,0.0001,False,True,1,3,False,13.498132763101692,2.736168350077807
adam,0.0001,False,True,1,3,True,13.51497375055983,2.7353385082192028
adam,0.0001,False,True,1,4,False,14.11897659313078,2.832039602651133
adam,0.0001,False,True,1,4,True,13.6085029224354,2.7573755362710326
adam,0.0001,False,True,1,5,False,14.446041935182974,2.8806467687011463
adam,0.0001,False,True,1,5,True,13.76824478120989,2.7880050011619897
adam,0.0001,False,True,1,6,False,13.606024343196642,2.7749529870438425
adam,0.0001,False,True,1,6,True,13.6179110748659,2.7633460966910484
adam,0.0001,False,True,1,7,False,13.81438581499936,2.807484645537901
adam,0.0001,False,True,1,7,True,13.706165544848691,2.779254300862614
adam,0.0001,False,True,1,8,False,15.180149398334333,3.0264580652910626
adam,0.0001,False,True,1,8,True,13.717482306454974,2.7827852766816794
adam,0.0001,False,True,1,9,False,13.60086266662094,2.7364900271093737
adam,0.0001,False,True,1,9,True,13.679508545307964,2.7700747776741483
adam,0.0001,False,True,1,10,False,13.69801285854801,2.7958185864653338
adam,0.0001,False,True,1,10,True,13.650866620506775,2.7682597242146976
adam,0.0001,False,True,1,11,False,14.045310413066298,2.8383352245409763
adam,0.0001,False,True,1,11,True,13.702187681840021,2.7782858483316324
adam,0.0001,False,True,1,12,False,13.539654168694877,2.7347800338186685
adam,0.0001,False,True,1,12,True,13.655031478460543,2.7685825795921692
adam,0.0001,False,True,1,13,False,13.594693564475378,2.7375689302881314
adam,0.0001,False,True,1,13,True,13.624518586585939,2.7597159353573817
adam,0.0001,False,True,1,14,False,13.868609525230587,2.798366377472199
adam,0.0001,False,True,1,14,True,13.65887782236009,2.766622757113663
adam,0.0001,False,True,1,15,False,13.478775327651114,2.7302135723463135
adam,0.0001,False,True,1,15,True,13.62267963464639,2.759396337254225
adam,0.0001,False,True,2,1,False,13.876001915666375,2.8243638929490102
adam,0.0001,False,True,2,1,True,13.876001915666375,2.8243638929490102
adam,0.0001,False,True,2,2,False,13.558109454040077,2.7489063334804515
adam,0.0001,False,True,2,2,True,13.66915682335127,2.7797674239695076
adam,0.0001,False,True,2,3,False,13.580108402291,2.76748464025967
adam,0.0001,False,True,2,3,True,13.58318926778822,2.7638594318602365
adam,0.0001,False,True,2,4,False,14.25304890481917,2.8726798059380463
adam,0.0001,False,True,2,4,True,13.669671533099224,2.7813893951585453
adam,0.0001,False,True,2,5,False,14.536158805312402,2.9050270218602874
adam,0.0001,False,True,2,5,True,13.794787406158592,2.8029218826287168
adam,0.0001,False,True,2,6,False,13.665448075990717,2.7880780141556922
adam,0.0001,False,True,2,6,True,13.67398219837466,2.784285464134856
adam,0.0001,False,True,2,7,False,13.783739813808332,2.786818376757799
adam,0.0001,False,True,2,7,True,13.715368837977971,2.7858081906319256
adam,0.0001,False,True,2,8,False,15.220986373525514,3.049927080392885
adam,0.0001,False,True,2,8,True,13.738833822690932,2.7929916316344
adam,0.0001,False,True,2,9,False,13.715711218591304,2.788193147567352
adam,0.0001,False,True,2,9,True,13.712908891127109,2.7870393762897168
adam,0.0001,False,True,2,10,False,13.76335011364025,2.805462833101942
adam,0.0001,False,True,2,10,True,13.706078122376667,2.7869246221811723
adam,0.0001,False,True,2,11,False,14.239272388741515,2.9066681241093613
adam,0.0001,False,True,2,11,True,13.736381638471771,2.7941535975284504
adam,0.0001,False,True,2,12,False,13.607287623219905,2.7712690623463367
adam,0.0001,False,True,2,12,True,13.710059970500813,2.7893433569185837
adam,0.0001,False,True,2,13,False,13.685136085229157,2.769800596806334
adam,0.0001,False,True,2,13,True,13.697490527461422,2.785298533848458
adam,0.0001,False,True,2,14,False,13.84867456996069,2.799469411251766
adam,0.0001,False,True,2,14,True,13.709499487286065,2.7865057317315007
adam,0.0001,False,True,2,15,False,13.591645997388289,2.7632739985724424
adam,0.0001,False,True,2,15,True,13.691070767499092,2.783245617205618
adam,0.0001,False,True,3,1,False,13.792436932699394,2.786274981629557
adam,0.0001,False,True,3,1,True,13.792436932699394,2.786274981629557
adam,0.0001,False,True,3,2,False,13.514033302733447,2.7402936254757004
adam,0.0001,False,True,3,2,True,13.612104359399085,2.758196984298142
adam,0.0001,False,True,3,3,False,13.660149008121241,2.7857208193933127
adam,0.0001,False,True,3,3,True,13.595700379424331,2.763156027966813
adam,0.0001,False,True,3,4,False,14.440312687024752,2.9368892195700598
adam,0.0001,False,True,3,4,True,13.666487159505978,2.7792030137770585
adam,0.0001,False,True,3,5,False,14.575951909743955,2.924164584768813
adam,0.0001,False,True,3,5,True,13.74375486542523,2.7896422185366037
adam,0.0001,False,True,3,6,False,13.475620531898246,2.7203854095348605
adam,0.0001,False,True,3,6,True,13.636661380519868,2.7709607378102237
adam,0.0001,False,True,3,7,False,13.658720213347513,2.763066154705675
adam,0.0001,False,True,3,7,True,13.64640968718231,2.7687331302259253
adam,0.0001,False,True,3,8,False,15.42222816941213,3.100092718875861
adam,0.0001,False,True,3,8,True,13.667784720771088,2.77494767077027
adam,0.0001,False,True,3,9,False,13.646819551305,2.766201693041772
adam,0.0001,False,True,3,9,True,13.645230910846028,2.7699746022002225
adam,0.0001,False,True,3,10,False,13.530467851894826,2.731379135892557
adam,0.0001,False,True,3,10,True,13.620717787109829,2.763516796151681
adam,0.0001,False,True,3,11,False,13.987628399749907,2.8130021531144767
adam,0.0001,False,True,3,11,True,13.640774753538603,2.7665075182469483
adam,0.0001,False,True,3,12,False,13.591161124303458,2.7617249034714217
adam,0.0001,False,True,3,12,True,13.623132751415453,2.7641683490426625
adam,0.0001,False,True,3,13,False,13.830009768528818,2.8344927037209917
adam,0.0001,False,True,3,13,True,13.634350994695575,2.768719995219202
adam,0.0001,False,True,3,14,False,13.778247285079452,2.759961150615886
adam,0.0001,False,True,3,14,True,13.639812387477622,2.7674672404213925
adam,0.0001,False,True,3,15,False,13.660957587612428,2.7927047747954266
adam,0.0001,False,True,3,15,True,13.631127874127728,2.7675614387730403
adam,0.0001,False,True,,0,True,13.885085332946346,2.828074242439907
adam,0.0001,False,True,,1,True,13.52227414482889,2.729308079144136
adam,0.0001,False,True,,2,True,13.604142746039125,2.77112360113933
adam,0.0001,False,True,,3,True,14.303715206965675,2.8918096186221454
adam,0.0001,False,True,,4,True,14.55594836803808,2.913354109241897
adam,0.0001,False,True,,5,True,13.602573482001828,2.7675439000082442
adam,0.0001,False,True,,6,True,13.719229102369388,2.7751744733065413
adam,0.0001,False,True,,7,True,15.252377944446899,3.052902539677304
adam,0.0001,False,True,,8,True,13.645145239148734,2.7637701425456096
adam,0.0001,False,True,,9,True,13.61122392108758,2.7612065525959357
adam,0.0001,False,True,,10,True,14.054554400311975,2.8395472693666086
adam,0.0001,False,True,,11,True,13.588722904134485,2.7637559194022074
adam,0.0001,False,True,,12,True,13.689216311564955,2.7805600004338826
adam,0.0001,False,True,,13,True,13.849718205631639,2.794550945420954
adam,0.0001,False,True,,14,True,13.580324234029225,2.7655769819704488
adam,0.0001,False,True,,,True,13.649725751092108,2.7721494933612942
adam,0.0001,True,False,2,1,False,14.019893544382887,2.8991780931887168
adam,0.0001,True,False,2,1,True,14.019893544382887,2.8991780931887168
adam,0.0001,True,False,2,2,False,13.483953396852264,2.730170445186682
adam,0.0001,True,False,2,2,True,13.66592223692249,2.7972799784662055
adam,0.0001,True,False,2,3,False,13.551977859323955,2.745135784819815
adam,0.0001,True,False,2,3,True,13.536082590519815,2.747630714671358
adam,0.0001,True,False,2,4,False,14.325589908297264,2.9213323905074553
adam,0.0001,True,False,2,4,True,13.647342398150311,2.788741422008546
adam,0.0001,True,False,2,5,False,14.454073594150156,2.896776543205786
adam,0.0001,True,False,2,5,True,13.788497554843874,2.8185941915908526
adam,0.0001,True,False,2,6,False,13.428734721875639,2.7247195638776414
adam,0.0001,True,False,2,6,True,13.594670599216043,2.7721537321804477
adam,0.0001,True,False,2,7,False,13.736910744473992,2.808167295953037
adam,0.0001,True,False,2,7,True,13.654732732954187,2.7850557879375706
adam,0.0001,True,False,2,8,False,15.132845686087183,3.0287124344811613
adam,0.0001,True,False,2,8,True,13.684252491916611,2.794133524584255
adam,0.0001,True,False,2,9,False,13.653933721322613,2.776364520815824
adam,0.0001,True,False,2,9,True,13.644646628339988,2.782757439988114
adam,0.0001,True,False,2,10,False,13.412901355255883,2.7028751960702158
adam,0.0001,True,False,2,10,True,13.598282474516193,2.7687164289503747
adam,0.0001,True,False,2,11,False,14.128694101273613,2.899372171431807
adam,0.0001,True,False,2,11,True,13.64243671893615,2.7819586404938943
adam,0.0001,True,False,2,12,False,13.93715983092343,2.897944369139208
adam,0.0001,True,False,2,12,True,13.656474242836756,2.790139657139643
adam,0.0001,True,False,2,13,False,13.632746051745112,2.7782717564031074
adam,0.0001,True,False,2,13,True,13.64421106054231,2.7868080982107135
adam,0.0001,True,False,2,14,False,13.676582617148583,2.7697209432391694
adam,0.0001,True,False,2,14,True,13.639677910821945,2.7837420364928778
adam,0.0001,True,False,2,15,False,13.412646167797527,2.723040657571369
adam,0.0001,True,False,2,15,True,13.611936264018539,2.776009618456562
adam,0.0001,True,False,1,1,False,13.651012374238936,2.742862568282205
adam,0.0001,True,False,1,1,True,13.651012374238936,2.742862568282205
adam,0.0001,True,False,1,2,False,13.372724442261216,2.6955539119180285
adam,0.0001,True,False,1,2,True,13.451592257851061,2.710826557427286
adam,0.0001,True,False,1,3,False,13.48141789536332,2.726381092354436
adam,0.0001,True,False,1,3,True,13.443749677322462,2.713966568990033
adam,0.0001,True,False,1,4,False,14.203050391657678,2.8687633039000153
adam,0.0001,True,False,1,4,True,13.490287110007623,2.7256021097054415
adam,0.0001,True,False,1,5,False,14.530101285861775,2.9025314222532703
adam,0.0001,True,False,1,5,True,13.597420422499734,2.7430300212804326
adam,0.0001,True,False,1,6,False,13.549562756955831,2.750017279451186
adam,0.0001,True,False,1,6,True,13.501957775890068,2.731845371459699
adam,0.0001,True,False,1,7,False,13.727916353034445,2.7886419852938196
adam,0.0001,True,False,1,7,True,13.591379174274914,2.749500275755569
adam,0.0001,True,False,1,8,False,15.237784479932703,3.042453374510941
adam,0.0001,True,False,1,8,True,13.5923069369044,2.752895333604167
adam,0.0001,True,False,1,9,False,14.077576000696638,2.9284554220997285
adam,0.0001,True,False,1,9,True,13.610955479301477,2.7639030258707007
adam,0.0001,True,False,1,10,False,13.516549409593742,2.7361618805337775
adam,0.0001,True,False,1,10,True,13.583792030719387,2.7573199428291963
adam,0.0001,True,False,1,11,False,13.858939945184304,2.773333477507694
adam,0.0001,True,False,1,11,True,13.589719012369843,2.7552687519308434
adam,0.0001,True,False,1,12,False,13.523264303407672,2.726191651507636
adam,0.0001,True,False,1,12,True,13.567522970254588,2.7499010426037147
adam,0.0001,True,False,1,13,False,13.771977797743236,2.828075015429759
adam,0.0001,True,False,1,13,True,13.580921902980423,2.7570132182169487
adam,0.0001,True,False,1,14,False,13.834429209996541,2.807181070160914
adam,0.0001,True,False,1,14,True,13.601904655499283,2.7621286046660565
adam,0.0001,True,False,1,15,False,13.635015518370691,2.8072157173144525
adam,0.0001,True,False,1,15,True,13.591417366381537,2.76270164237111
adam,0.0001,True,False,0,1,False,13.73037676370889,2.777642644151408
adam,0.0001,True,False,0,1,True,13.73037676370889,2.777642644151408
adam,0.0001,True,False,0,2,False,13.505927688232719,2.7375783311658295
adam,0.0001,True,False,0,2,True,13.562379503953327,2.7493613579977474
adam,0.0001,True,False,0,3,False,13.617849570496142,2.772595044766992
adam,0.0001,True,False,0,3,True,13.554542275585073,2.752177655494131
adam,0.0001,True,False,0,4,False,14.45845515844568,2.9277297989659443
adam,0.0001,True,False,0,4,True,13.604991399338275,2.766080822347887
adam,0.0001,True,False,0,5,False,14.83471930868251,2.984277776061517
adam,0.0001,True,False,0,5,True,13.703145434932864,2.7839893526828687
adam,0.0001,True,False,0,6,False,13.552496229386625,2.722979680446171
adam,0.0001,True,False,0,6,True,13.592726458419243,2.7607583395146036
adam,0.0001,True,False,0,7,False,13.631040012709029,2.7478139757265696
adam,0.0001,True,False,0,7,True,13.614992833208323,2.75840886635748
adam,0.0001,True,False,0,8,False,15.499189671271719,3.0969404495853055
adam,0.0001,True,False,0,8,True,13.627314000174433,2.764094870066696
adam,0.0001,True,False,0,9,False,13.649598190830757,2.7183521331809612
adam,0.0001,True,False,0,9,True,13.599686896100057,2.7529930674884198
adam,0.0001,True,False,0,10,False,14.062064278592322,2.9369143263754274
adam,0.0001,True,False,0,10,True,13.60365572589637,2.7613132766335493
adam,0.0001,True,False,0,11,False,14.045257839805071,2.82575079575955
adam,0.0001,True,False,0,11,True,13.645092248884959,2.769017688089814
adam,0.0001,True,False,0,12,False,13.565430022151624,2.708412037396324
adam,0.0001,True,False,0,12,True,13.608688188522635,2.7586519692270643
adam,0.0001,True,False,0,13,False,13.640259464724615,2.767820316663499
adam,0.0001,True,False,0,13,True,13.592041300854504,2.7552991859812597
adam,0.0001,True,False,0,14,False,13.814432182299853,2.7517919962480994
adam,0.0001,True,False,0,14,True,13.603990855887515,2.7540499702947048
adam,0.0001,True,False,0,15,False,13.48407561375983,2.742409443238803
adam,0.0001,True,False,0,15,True,13.577703490392539,2.7500995419013066
adam,0.0001,True,False,3,1,False,13.577366950923679,2.7288964268720073
adam,0.0001,True,False,3,1,True,13.577366950923679,2.7288964268720073
adam,0.0001,True,False,3,2,False,13.565116703911604,2.7548142515800804
adam,0.0001,True,False,3,2,True,13.517449096429146,2.7337702432729194
adam,0.0001,True,False,3,3,False,13.563082758338789,2.753707992585276
adam,0.0001,True,False,3,3,True,13.552389475721439,2.7511765561338577
adam,0.0001,True,False,3,4,False,13.992891051612252,2.778598495910529
adam,0.0001,True,False,3,4,True,13.521852233899883,2.734649768509784
adam,0.0001,True,False,3,5,False,14.507891326242111,2.9053661326604616
adam,0.0001,True,False,3,5,True,13.564738964934243,2.740103127152945
adam,0.0001,True,False,3,6,False,13.388003242028951,2.705824007005606
adam,0.0001,True,False,3,6,True,13.48782398464631,2.727962286559324
adam,0.0001,True,False,3,7,False,13.73894874360725,2.7635920857837597
adam,0.0001,True,False,3,7,True,13.566088114632468,2.7387886630316793
adam,0.0001,True,False,3,8,False,15.164279063359098,3.027574301227843
adam,0.0001,True,False,3,8,True,13.552975261707086,2.7397645508316106
adam,0.0001,True,False,3,9,False,13.547387709329195,2.7545251121314687
adam,0.0001,True,False,3,9,True,13.534216721080695,2.740730446231303
adam,0.0001,True,False,3,10,False,13.594182330073377,2.708399844613988
adam,0.0001,True,False,3,10,True,13.517892147670146,2.7335516102948456
adam,0.0001,True,False,3,11,False,14.023098131002863,2.8495269911174197
adam,0.0001,True,False,3,11,True,13.545015141578368,2.739767165439301
adam,0.0001,True,False,3,12,False,13.49690266590122,2.736616797117354
adam,0.0001,True,False,3,12,True,13.530025916060099,2.738688145995426
adam,0.0001,True,False,3,13,False,13.559652487342198,2.7528566020125345
adam,0.0001,True,False,3,13,True,13.527441744762882,2.7403897433744477
adam,0.0001,True,False,3,14,False,13.820784205620122,2.802919082198065
adam,0.0001,True,False,3,14,True,13.541464158003517,2.7429489639407625
adam,0.0001,True,False,3,15,False,13.611854857394018,2.797891348484623
adam,0.0001,True,False,3,15,True,13.532143197480412,2.7442897637970347
adam,0.0001,True,False,,0,True,13.656201748478583,2.7576635972665104
adam,0.0001,True,False,,1,True,13.472292191838951,2.7281089385336816
adam,0.0001,True,False,,2,True,13.533730444680181,2.7443224734069136
adam,0.0001,True,False,,3,True,14.220925851382766,2.87718237934851
adam,0.0001,True,False,,4,True,14.53010023032454,2.910359505910229
adam,0.0001,True,False,,5,True,13.437984858849276,2.716500794077656
adam,0.0001,True,False,,6,True,13.69744745957962,2.777354623435415
adam,0.0001,True,False,,7,True,15.22583523525629,3.044822274575339
adam,0.0001,True,False,,8,True,13.586398345959745,2.7621516478179964
adam,0.0001,True,False,,9,True,13.45446106912301,2.7164388374735036
adam,0.0001,True,False,,10,True,13.991537208303605,2.831321578062227
