input_len,n_samples,combinations,num,epoch,ensemble,smape,mase*
18,1400000,2,7.0,14.0,0.0,13.426318136959367,2.72907475132941
18,1400000,2,7.0,14.0,1.0,13.32926040553288,2.7199667506580374
18,1400000,2,7.0,15.0,0.0,13.322321086637745,2.7081946827989354
18,1400000,2,7.0,15.0,1.0,13.317341967237384,2.7181045221295004
18,1400000,2,8.0,1.0,0.0,13.617736676896017,2.785021078488412
18,1400000,2,8.0,1.0,1.0,13.617736676896017,2.785021078488412
18,1400000,2,8.0,2.0,0.0,13.334625909392955,2.7004176386467007
18,1400000,2,8.0,2.0,1.0,13.407381991668688,2.7276903282644613
18,1400000,2,8.0,3.0,0.0,13.414652276786766,2.7171859743036872
18,1400000,2,8.0,3.0,1.0,13.368346695078651,2.7214875466111983
18,1400000,2,8.0,4.0,0.0,13.607855864719314,2.7700102137920286
18,1400000,2,8.0,4.0,1.0,13.386930460792687,2.7299281728105167
18,1400000,2,8.0,5.0,0.0,13.449926653334362,2.716526422159487
18,1400000,2,8.0,5.0,1.0,13.354832028067756,2.7204058896402707
18,1400000,2,8.0,6.0,0.0,13.247779387092946,2.677380415955725
18,1400000,2,8.0,6.0,1.0,13.294632015824693,2.70350679681327
18,1400000,2,8.0,7.0,0.0,13.622495048026355,2.7579081248149584
18,1400000,2,8.0,7.0,1.0,13.339531102573366,2.7144505458684534
18,1400000,2,8.0,8.0,0.0,13.3128252581003,2.6999192175322317
18,1400000,2,8.0,8.0,1.0,13.31986644352076,2.7100306742809903
18,1400000,2,8.0,9.0,0.0,13.532289401162007,2.756268139966433
18,1400000,2,8.0,9.0,1.0,13.303195132408906,2.7093446016974405
18,1400000,2,8.0,10.0,0.0,13.527661330525156,2.7663497303511235
18,1400000,2,8.0,10.0,1.0,13.313650277407488,2.7136169574401983
18,1400000,2,8.0,11.0,0.0,13.283343210875273,2.672343090197328
18,1400000,2,8.0,11.0,1.0,13.293454000447873,2.7062385957564024
18,1400000,2,8.0,12.0,0.0,13.292917625352574,2.688978230856749
18,1400000,2,8.0,12.0,1.0,13.270983382807938,2.7003170133781045
18,1400000,2,8.0,13.0,0.0,13.556397121662073,2.7376443512165407
18,1400000,2,8.0,13.0,1.0,13.28816552434627,2.7033509893997536
18,1400000,2,8.0,14.0,0.0,13.49711991280458,2.7337235044800496
18,1400000,2,8.0,14.0,1.0,13.2895246791659,2.704056522249409
18,1400000,2,8.0,15.0,0.0,13.438723416221954,2.742498395457688
18,1400000,2,8.0,15.0,1.0,13.284875994843604,2.7047225728840183
18,1400000,2,9.0,1.0,0.0,13.472238454699562,2.7452175685829316
18,1400000,2,9.0,1.0,1.0,13.472238454699562,2.7452175685829316
18,1400000,2,9.0,2.0,0.0,13.362942545898369,2.7169877175666333
18,1400000,2,9.0,2.0,1.0,13.407633094513075,2.7295344523920155
18,1400000,2,9.0,3.0,0.0,13.623016300665428,2.791198689594509
18,1400000,2,9.0,3.0,1.0,13.408153858393971,2.7329763687482678
18,1400000,2,9.0,4.0,0.0,13.505743601418414,2.749379863448005
18,1400000,2,9.0,4.0,1.0,13.41553157271998,2.7365712516927814
18,1400000,2,9.0,5.0,0.0,13.550284148248393,2.7729787212243204
18,1400000,2,9.0,5.0,1.0,13.406251895937386,2.7371701450965302
18,1400000,2,9.0,6.0,0.0,13.678083972855795,2.779157819186511
18,1400000,2,9.0,6.0,1.0,13.424972234333355,2.7424823782321326
18,1400000,2,9.0,7.0,0.0,13.628660532816232,2.7365066586964315
18,1400000,2,9.0,7.0,1.0,13.412553344672153,2.7352025955896213
18,1400000,2,9.0,8.0,0.0,13.308495884357828,2.6846323322308083
18,1400000,2,9.0,8.0,1.0,13.378766142164755,2.7255277009647405
18,1400000,2,9.0,9.0,0.0,13.359802893484847,2.7120226975097097
18,1400000,2,9.0,9.0,1.0,13.362959790764327,2.7209854768773054
18,1400000,2,9.0,10.0,0.0,13.417588328296368,2.737547640637515
18,1400000,2,9.0,10.0,1.0,13.36062846193834,2.721699239250468
18,1400000,2,9.0,11.0,0.0,13.39632976921551,2.7151371431057827
18,1400000,2,9.0,11.0,1.0,13.356730656843519,2.719195715235001
18,1400000,2,9.0,12.0,0.0,13.271605576904905,2.6767777301074163
18,1400000,2,9.0,12.0,1.0,13.33030509995067,2.712300283406701
18,1400000,2,9.0,13.0,0.0,13.522276738740072,2.7713495253622047
18,1400000,2,9.0,13.0,1.0,13.351967699850984,2.7189489363432284
18,1400000,2,9.0,14.0,0.0,13.30630938553515,2.6800318833288794
18,1400000,2,9.0,14.0,1.0,13.327289501762344,2.7117450258660227
18,1400000,2,9.0,15.0,0.0,13.290488245907678,2.6981364201120486
18,1400000,2,9.0,15.0,1.0,13.307173794459713,2.7078706465647264
18,1400000,2,4.0,1.0,0.0,13.3755307578381,2.719936529747016
18,1400000,2,4.0,1.0,1.0,13.3755307578381,2.719936529747016
18,1400000,2,4.0,2.0,0.0,13.345433939646409,2.7131240926981404
18,1400000,2,4.0,2.0,1.0,13.342409517654989,2.7147654487864066
18,1400000,2,4.0,3.0,0.0,13.463278485099169,2.743547178899238
18,1400000,2,4.0,3.0,1.0,13.352508311040594,2.7158166126060417
18,1400000,2,4.0,4.0,0.0,13.457920065997756,2.739794713866288
18,1400000,2,4.0,4.0,1.0,13.345103330059187,2.7176714339865176
18,1400000,2,4.0,5.0,0.0,13.27725549218063,2.688582970508536
18,1400000,2,4.0,5.0,1.0,13.303674741176238,2.7081496769119826
18,1400000,2,4.0,6.0,0.0,13.412291261398506,2.7474007095805604
18,1400000,2,4.0,6.0,1.0,13.297436583257227,2.7101493708401843
18,1400000,2,4.0,7.0,0.0,13.704439336845262,2.7872595783801604
18,1400000,2,4.0,7.0,1.0,13.340877828137865,2.719836026284883
18,1400000,2,4.0,8.0,0.0,13.304014507362595,2.704713996446067
18,1400000,2,4.0,8.0,1.0,13.326962673311481,2.717080020054646
18,1400000,2,4.0,9.0,0.0,13.391986482781748,2.7238762677355344
18,1400000,2,4.0,9.0,1.0,13.326440140728236,2.716745784590382
18,1400000,2,4.0,10.0,0.0,13.281509504296553,2.6954012182159715
18,1400000,2,4.0,10.0,1.0,13.309969081952785,2.713168150953844
18,1400000,2,4.0,11.0,0.0,13.53024661159117,2.7709824692965475
18,1400000,2,4.0,11.0,1.0,13.31762383998545,2.7158426053299265
18,1400000,2,4.0,12.0,0.0,13.4904835188035,2.723712308607726
18,1400000,2,4.0,12.0,1.0,13.314166905868303,2.7139627371631847
18,1400000,2,4.0,13.0,0.0,13.229475568311225,2.671669446078062
18,1400000,2,4.0,13.0,1.0,13.307230316953444,2.7112088860005783
18,1400000,2,4.0,14.0,0.0,13.359543822619276,2.702827755190258
18,1400000,2,4.0,14.0,1.0,13.294231193375662,2.7073174499950268
18,1400000,2,4.0,15.0,0.0,13.37248903154331,2.7055111164191317
18,1400000,2,4.0,15.0,1.0,13.28912621119867,2.7047762392160704
18,1400000,2,3.0,1.0,0.0,13.497530702964294,2.746505428476325
18,1400000,2,3.0,1.0,1.0,13.497530702964294,2.746505428476325
18,1400000,2,3.0,2.0,0.0,13.417178832347565,2.7150287187516566
18,1400000,2,3.0,2.0,1.0,13.416976405742565,2.7248455081916414
18,1400000,2,3.0,3.0,0.0,13.220306425844653,2.6738967737499157
18,1400000,2,3.0,3.0,1.0,13.35823046855048,2.711389178522072
18,1400000,2,3.0,4.0,0.0,13.508347920243072,2.759236174756745
18,1400000,2,3.0,4.0,1.0,13.344863208853548,2.7138886334796912
18,1400000,2,3.0,5.0,0.0,13.732227389147582,2.842995650792023
18,1400000,2,3.0,5.0,1.0,13.380504799360404,2.7292410984872304
18,1400000,2,3.0,6.0,0.0,13.330747931714955,2.7061833445767487
18,1400000,2,3.0,6.0,1.0,13.344883935169609,2.7212413933587207
18,1400000,2,3.0,7.0,0.0,13.569185040683381,2.7569484812555802
18,1400000,2,3.0,7.0,1.0,13.375819225053373,2.7281385653382277
18,1400000,2,3.0,8.0,0.0,13.319763794848454,2.7067425063958406
18,1400000,2,3.0,8.0,1.0,13.349526527906642,2.7230102707785977
18,1400000,2,3.0,9.0,0.0,13.411007484609652,2.7280360317099213
18,1400000,2,3.0,9.0,1.0,13.337115237611199,2.720100325922489
18,1400000,2,3.0,10.0,0.0,13.462833150292024,2.736804186803209
18,1400000,2,3.0,10.0,1.0,13.332398103209753,2.719369624393916
18,1400000,2,3.0,11.0,0.0,13.69910929290648,2.8218896603180093
18,1400000,2,3.0,11.0,1.0,13.341305249383733,2.7229747988397204
18,1400000,2,3.0,12.0,0.0,13.28002837051659,2.6682197499388063
18,1400000,2,3.0,12.0,1.0,13.313331194312859,2.7147363813986325
18,1400000,2,3.0,13.0,0.0,13.604136576474712,2.771126922960462
18,1400000,2,3.0,13.0,1.0,13.347524326919535,2.7226425787033617
18,1400000,2,3.0,14.0,0.0,13.396969847770809,2.708908667554388
18,1400000,2,3.0,14.0,1.0,13.323269383990596,2.7174354038202755
18,1400000,2,3.0,15.0,0.0,13.386322221571234,2.7085292979809044
18,1400000,2,3.0,15.0,1.0,13.310253075700595,2.7131647436823205
18,1400000,2,0.0,1.0,0.0,13.380636466366893,2.719276546578989
18,1400000,2,0.0,1.0,1.0,13.380636466366893,2.719276546578989
18,1400000,2,0.0,2.0,0.0,13.57153902497456,2.7794017520950733
18,1400000,2,0.0,2.0,1.0,13.437290651062314,2.7422097531050658
18,1400000,2,0.0,3.0,0.0,13.2611142644249,2.6757463882400967
18,1400000,2,0.0,3.0,1.0,13.354273667605536,2.7162031866350294
18,1400000,2,0.0,4.0,0.0,13.570259696853595,2.754053888208909
18,1400000,2,0.0,4.0,1.0,13.364747621960833,2.7231657252816337
18,1400000,2,0.0,5.0,0.0,13.625304321511715,2.7927844607166565
18,1400000,2,0.0,5.0,1.0,13.417622920186208,2.7438196090362648
18,1400000,2,0.0,6.0,0.0,13.320998486234956,2.697434606145659
18,1400000,2,0.0,6.0,1.0,13.358198734872875,2.725225907130733
18,1400000,2,0.0,7.0,0.0,13.567624945144606,2.7404632029180216
18,1400000,2,0.0,7.0,1.0,13.375204545822275,2.727235282312954
18,1400000,2,0.0,8.0,0.0,13.304668424706733,2.6874843964899733
18,1400000,2,0.0,8.0,1.0,13.340537020929967,2.716452215311058
18,1400000,2,0.0,9.0,0.0,13.306247135500875,2.6861275872116166
18,1400000,2,0.0,9.0,1.0,13.317958140459574,2.7084340444672663
18,1400000,2,0.0,10.0,0.0,13.646622253038116,2.800198666200561
18,1400000,2,0.0,10.0,1.0,13.33640389018563,2.717130962072461
18,1400000,2,0.0,11.0,0.0,13.23754078087248,2.6711579898029627
18,1400000,2,0.0,11.0,1.0,13.301861313046146,2.707534837789244
18,1400000,2,0.0,12.0,0.0,13.425720955477932,2.732856986817317
18,1400000,2,0.0,12.0,1.0,13.29960456842532,2.7094771537121187
18,1400000,2,0.0,13.0,0.0,13.587927005412375,2.786463475047142
18,1400000,2,0.0,13.0,1.0,13.338784174062498,2.7205595151142243
18,1400000,2,0.0,14.0,0.0,13.290834058653648,2.6820708297857774
18,1400000,2,0.0,14.0,1.0,13.30777597699285,2.7107438410061566
18,1400000,2,0.0,15.0,0.0,13.290559847227268,2.6879849218349467
18,1400000,2,0.0,15.0,1.0,13.284987310932785,2.7035193122661165
18,1400000,2,1.0,1.0,0.0,13.41331477730234,2.7297911146921847
18,1400000,2,1.0,1.0,1.0,13.41331477730234,2.7297911146921847
18,1400000,2,1.0,2.0,0.0,13.64759641269904,2.7980513771837456
18,1400000,2,1.0,2.0,1.0,13.515440909804456,2.7601337971305857
18,1400000,2,1.0,3.0,0.0,13.280712669727905,2.6877650631077032
18,1400000,2,1.0,3.0,1.0,13.436468705670247,2.7401679804704147
18,1400000,2,1.0,4.0,0.0,13.526585278146978,2.745252558987199
18,1400000,2,1.0,4.0,1.0,13.403006949880275,2.733514417515808
18,1400000,2,1.0,5.0,0.0,13.444143073241838,2.728982785165853
18,1400000,2,1.0,5.0,1.0,13.384809466463802,2.7292562049623577
18,1400000,2,1.0,6.0,0.0,13.387241771034265,2.713456648993493
18,1400000,2,1.0,6.0,1.0,13.360919174846355,2.7208919644815857
18,1400000,2,1.0,7.0,0.0,13.670742718650432,2.7931749534633052
18,1400000,2,1.0,7.0,1.0,13.391238298204241,2.7308397648491107
18,1400000,2,1.0,8.0,0.0,13.414191914842364,2.726652933675114
18,1400000,2,1.0,8.0,1.0,13.364170709245787,2.725756184201954
18,1400000,2,1.0,9.0,0.0,13.483338403051624,2.7476527626677987
18,1400000,2,1.0,9.0,1.0,13.356617593227625,2.723778278526132
18,1400000,2,1.0,10.0,0.0,13.343817011172762,2.7066683236047213
18,1400000,2,1.0,10.0,1.0,13.334526214791412,2.7190781058081734
18,1400000,2,1.0,11.0,0.0,13.370703351072097,2.7245490511308907
18,1400000,2,1.0,11.0,1.0,13.321547792975107,2.7169164937531547
18,1400000,2,1.0,12.0,0.0,13.289352408792185,2.698010794983268
18,1400000,2,1.0,12.0,1.0,13.29527818492391,2.711418764448528
18,1400000,2,1.0,13.0,0.0,13.682916684296488,2.774971560425272
18,1400000,2,1.0,13.0,1.0,13.321809877488086,2.718396943438907
18,1400000,2,1.0,14.0,0.0,13.722264599202886,2.816433776486256
18,1400000,2,1.0,14.0,1.0,13.312510161066506,2.717577088905553
18,1400000,2,1.0,15.0,0.0,13.290567363196109,2.6939771811835005
18,1400000,2,1.0,15.0,1.0,13.292990688670633,2.71218579932964
18,1400000,2,5.0,1.0,0.0,13.478821334275088,2.7218863212326565
18,1400000,2,5.0,1.0,1.0,13.478821334275088,2.7218863212326565
18,1400000,2,5.0,2.0,0.0,13.555368758594394,2.7603788526956556
18,1400000,2,5.0,2.0,1.0,13.477357699606301,2.7374778328262077
18,1400000,2,5.0,3.0,0.0,13.592887680740244,2.7653639212560885
18,1400000,2,5.0,3.0,1.0,13.470950420058891,2.737392165774312
18,1400000,2,5.0,4.0,0.0,13.387599812113164,2.6999379931577243
18,1400000,2,5.0,4.0,1.0,13.4091559786017,2.7222548922181367
18,1400000,2,5.0,5.0,0.0,13.351092884596502,2.7080517679595237
18,1400000,2,5.0,5.0,1.0,13.369518898698844,2.7149347581429097
18,1400000,2,5.0,6.0,0.0,13.563426509094258,2.7763049509064732
18,1400000,2,5.0,6.0,1.0,13.348477539187215,2.7159373220531244
18,1400000,2,5.0,7.0,0.0,13.64263752673402,2.750271295902877
18,1400000,2,5.0,7.0,1.0,13.373073844046186,2.717147331421755
18,1400000,2,5.0,8.0,0.0,13.45358755565084,2.7487113465901487
18,1400000,2,5.0,8.0,1.0,13.370349347454901,2.7210811302609783
18,1400000,2,5.0,9.0,0.0,13.388302987187412,2.727381339364162
18,1400000,2,5.0,9.0,1.0,13.360407975042861,2.7224082905763383
18,1400000,2,5.0,10.0,0.0,13.392116247767394,2.7162144728571485
18,1400000,2,5.0,10.0,1.0,13.343933644314172,2.718022119886636
18,1400000,2,5.0,11.0,0.0,13.31801433865464,2.6834992796572195
18,1400000,2,5.0,11.0,1.0,13.323393603324652,2.7115539268810185
18,1400000,2,5.0,12.0,0.0,13.280054756242164,2.690057184332959
18,1400000,2,5.0,12.0,1.0,13.302309192010725,2.7070095985191074
18,1400000,2,5.0,13.0,0.0,13.537328441993251,2.7549688334354467
18,1400000,2,5.0,13.0,1.0,13.320391206498673,2.7112741281572887
18,1400000,2,5.0,14.0,0.0,13.319738108416864,2.6897485806148245
18,1400000,2,5.0,14.0,1.0,13.307726986981368,2.7078379380261497
18,1400000,2,5.0,15.0,0.0,13.362711649827142,2.6964983187923264
18,1400000,2,5.0,15.0,1.0,13.300162077207196,2.705223634549301
18,1400000,2,,0.0,1.0,13.420072191665447,2.7355013708154288
18,1400000,2,,1.0,1.0,13.377380595225961,2.7208526424548207
18,1400000,2,,2.0,1.0,13.314714509758993,2.7012364090400567
18,1400000,2,,3.0,1.0,13.447645541985539,2.7365540637672345
18,1400000,2,,4.0,1.0,13.49030369842016,2.75619526316277
18,1400000,2,,5.0,1.0,13.334568777115438,2.7102944053011786
18,1400000,2,,6.0,1.0,13.570409858454134,2.750335126771016
18,1400000,2,,7.0,1.0,13.301175851436675,2.7028961825399698
18,1400000,2,,8.0,1.0,13.3252772780174,2.7104422916519932
18,1400000,2,,9.0,1.0,13.389749448223412,2.729329180196632
18,1400000,2,,10.0,1.0,13.32440214913426,2.706590401830636
18,1400000,2,,11.0,1.0,13.290706655488135,2.6960437092608163
18,1400000,2,,12.0,1.0,13.491116058726954,2.749492456233645
18,1400000,2,,13.0,1.0,13.299297109227693,2.698056755354764
18,1400000,2,,14.0,1.0,13.300365831096027,2.700375581111172
18,1400000,2,,,1.0,13.29306965325317,2.707872129047616
18,140000,2,0.0,1.0,0.0,13.68227426100286,2.748451379410291
18,140000,2,0.0,1.0,1.0,13.68227426100286,2.748451379410291
18,140000,2,0.0,2.0,0.0,13.788458094840644,2.812008547239042
18,140000,2,0.0,2.0,1.0,13.698714516289648,2.773029809225225
18,140000,2,0.0,3.0,0.0,13.465708091148775,2.7492283184202586
18,140000,2,0.0,3.0,1.0,13.642833752943618,2.7689507427790248
18,140000,2,0.0,4.0,0.0,13.436187860837965,2.7011987220902665
18,140000,2,0.0,4.0,1.0,13.517736242459321,2.7377430940053062
18,140000,2,0.0,5.0,0.0,15.111478153723645,3.0339752523703507
18,140000,2,0.0,5.0,1.0,13.565884690823019,2.748314936909974
18,140000,2,0.0,6.0,0.0,13.42096268022352,2.736978695198286
18,140000,2,0.0,6.0,1.0,13.477781297617714,2.7373540215648857
18,140000,2,0.0,7.0,0.0,13.48643055532024,2.750521861282285
18,140000,2,0.0,7.0,1.0,13.463872926470573,2.7389044903443183
18,140000,2,0.0,8.0,0.0,13.500214700801624,2.7459179584725595
18,140000,2,0.0,8.0,1.0,13.462739186733735,2.738967505052844
18,140000,2,0.0,9.0,0.0,13.516963713348293,2.7742687677229867
18,140000,2,0.0,9.0,1.0,13.462046183097865,2.7426857350948657
18,140000,2,0.0,10.0,0.0,14.20486384025887,2.8646926445320675
18,140000,2,0.0,10.0,1.0,13.469675856828669,2.7435327983159117
18,140000,2,0.0,11.0,0.0,13.332164558841894,2.708928077939809
18,140000,2,0.0,11.0,1.0,13.446745803508437,2.738712520393901
18,140000,2,0.0,12.0,0.0,13.547875314719464,2.752791647501029
18,140000,2,0.0,12.0,1.0,13.454799581723693,2.7388343232759578
18,140000,2,0.0,13.0,0.0,13.394832025206425,2.6920524167749
18,140000,2,0.0,13.0,1.0,13.4464979362587,2.734238208189038
18,140000,2,0.0,14.0,0.0,13.365367668839614,2.679970143328
18,140000,2,0.0,14.0,1.0,13.431780601238202,2.72872528616802
18,140000,2,0.0,15.0,0.0,13.321990804115527,2.7087559391509104
18,140000,2,0.0,15.0,1.0,13.420842292636216,2.7265600773288403
18,140000,2,4.0,1.0,0.0,13.660493328331807,2.744120088309061
18,140000,2,4.0,1.0,1.0,13.660493328331807,2.744120088309061
18,140000,2,4.0,2.0,0.0,13.558830050618253,2.7328172390619354
18,140000,2,4.0,2.0,1.0,13.587340496587727,2.7351969659546422
18,140000,2,4.0,3.0,0.0,13.464195005814073,2.738893274366505
18,140000,2,4.0,3.0,1.0,13.528833868861847,2.7319443531699257
18,140000,2,4.0,4.0,0.0,13.452298034656827,2.7202702011658846
18,140000,2,4.0,4.0,1.0,13.470530867202823,2.7243977086305
18,140000,2,4.0,5.0,0.0,15.032525731317813,3.0223788046651787
18,140000,2,4.0,5.0,1.0,13.49035844736448,2.7299818767906547
18,140000,2,4.0,6.0,0.0,13.520289245467982,2.759905168625836
18,140000,2,4.0,6.0,1.0,13.461836234273939,2.7293508018154564
18,140000,2,4.0,7.0,0.0,13.326180912093426,2.6826529215364445
18,140000,2,4.0,7.0,1.0,13.430408623329804,2.7209089019487216
18,140000,2,4.0,8.0,0.0,13.53788976973566,2.775642713210792
18,140000,2,4.0,8.0,1.0,13.434641440536812,2.726539496988772
18,140000,2,4.0,9.0,0.0,13.454528716352598,2.7330169842852254
18,140000,2,4.0,9.0,1.0,13.43646814624855,2.727945235501256
18,140000,2,4.0,10.0,0.0,14.046198352434272,2.825570964901868
18,140000,2,4.0,10.0,1.0,13.434449886198509,2.7271041757480714
18,140000,2,4.0,11.0,0.0,13.42670655100675,2.7279970978994723
18,140000,2,4.0,11.0,1.0,13.43487482962188,2.727347468977952
18,140000,2,4.0,12.0,0.0,13.488268476709207,2.7133448791118133
18,140000,2,4.0,12.0,1.0,13.433546382280355,2.725145562493513
18,140000,2,4.0,13.0,0.0,13.386925876364927,2.6921888651050048
18,140000,2,4.0,13.0,1.0,13.422694701253025,2.7206956467114054
18,140000,2,4.0,14.0,0.0,13.335496445215027,2.6918851898349927
18,140000,2,4.0,14.0,1.0,13.408342245893236,2.7165171496128244
18,140000,2,4.0,15.0,0.0,13.458800189507244,2.7458588581208465
18,140000,2,4.0,15.0,1.0,13.410219105490995,2.718969670575165
18,140000,2,7.0,1.0,0.0,13.720512096358936,2.7730587007287717
18,140000,2,7.0,1.0,1.0,13.720512096358936,2.7730587007287717
18,140000,2,7.0,2.0,0.0,13.563787388784128,2.7298517349541105
18,140000,2,7.0,2.0,1.0,13.619712692468223,2.748260891787662
18,140000,2,7.0,3.0,0.0,13.372901280927682,2.6978426813623204
18,140000,2,7.0,3.0,1.0,13.531362206083937,2.730856455244612
