dataset,aug_perc,num,epoch,ensemble,smape,mase*
235k,0.5,5,3,False,13.751442790732126,2.838875668102935
235k,0.5,5,3,True,13.669089252362104,2.78671446744913
235k,0.5,5,4,False,13.529600240381763,2.707362763890544
235k,0.5,5,4,True,13.498419068697233,2.74681183055632
235k,0.5,5,5,False,13.399778549392657,2.7295150283869813
235k,0.5,5,5,True,13.435833323793858,2.7369852775838464
235k,0.5,5,6,False,13.249629136190254,2.6882440360553805
235k,0.5,5,6,True,13.334351077554185,2.7134909463475214
235k,0.5,5,7,False,13.477464659907657,2.724733448062948
235k,0.5,5,7,True,13.312126822707619,2.706828731572372
235k,0.5,5,8,False,13.384614626797296,2.7348317514900202
235k,0.5,5,8,True,13.301359525317068,2.7058596196390394
235k,0.5,5,9,False,13.534949249887138,2.79459393063513
235k,0.5,5,9,True,13.290237968217626,2.7055686565848722
235k,0.5,5,10,False,13.26806782099921,2.690745872068381
235k,0.5,5,10,True,13.272247876060902,2.7014809958701553
235k,0.5,5,11,False,13.271028342659003,2.690203297978894
235k,0.5,5,11,True,13.257573187156899,2.6982274639744075
235k,0.5,5,12,False,13.208178140509439,2.6851825408832566
235k,0.5,5,12,True,13.24871139166451,2.6960011457964326
235k,0.5,5,13,False,13.349573726594363,2.701217831833825
235k,0.5,5,13,True,13.24388638921241,2.694394738146208
235k,0.5,5,14,False,13.651547247854724,2.716053343574322
235k,0.5,5,14,True,13.235346751338762,2.693598231103611
235k,0.5,5,15,False,13.216673957224641,2.6796508030020827
235k,0.5,5,15,True,13.22713957496981,2.692865142828675
235k,0.5,6,1,False,20.920602633030512,4.248566249348887
235k,0.5,6,1,True,20.920602633030512,4.248566249348887
235k,0.5,6,2,False,20.913180888506464,4.24633787702156
235k,0.5,6,2,True,20.91687086101715,4.247447443407238
235k,0.5,6,3,False,20.907386278937608,4.245037549590858
235k,0.5,6,3,True,20.91391580752711,4.246597569995066
235k,0.5,6,4,False,20.89584717424727,4.241155172427359
235k,0.5,6,4,True,20.912102333224638,4.246103222304522
235k,0.5,6,5,False,20.8996775520156,4.243961052127347
235k,0.5,6,5,True,20.91114572990215,4.245899382899873
235k,0.5,6,6,False,20.875175663624233,4.234516771332283
235k,0.5,6,6,True,20.90777539478187,4.244835471396797
235k,0.5,6,7,False,20.884066422335128,4.239427116407116
235k,0.5,6,7,True,20.903927723150332,4.243709521692356
235k,0.5,6,8,False,20.85637032470094,4.2285938497438735
235k,0.5,6,8,True,20.902671898341076,4.243311974513668
235k,0.5,6,9,False,20.857591584338646,4.230381333243995
235k,0.5,6,9,True,20.900217904017296,4.242612306156874
235k,0.5,6,10,False,20.840149522502806,4.223720581574235
235k,0.5,6,10,True,20.895646638563314,4.241213173872478
235k,0.5,6,11,False,20.83380535553717,4.222043234011601
235k,0.5,6,11,True,20.890811873726268,4.23974431568508
235k,0.5,6,12,False,20.830031734404255,4.221433295225619
235k,0.5,6,12,True,20.884721563399275,4.237962636502868
235k,0.5,6,13,False,20.812035755588365,4.214023455545208
235k,0.5,6,13,True,20.88225665029355,4.237123392258361
235k,0.5,6,14,False,20.80971888822077,4.2143559118093865
235k,0.5,6,14,True,20.870787474230525,4.233616208767865
235k,0.5,6,15,False,20.803338064489576,4.212478365871901
235k,0.5,6,15,True,20.85949544261254,4.230155723960982
235k,0.5,7,1,False,14.892752309744287,3.0316954570748975
235k,0.5,7,1,True,14.892752309744287,3.0316954570748975
235k,0.5,7,2,False,13.75521251790474,2.8005279650400627
235k,0.5,7,2,True,14.118218696419653,2.8873790457322595
235k,0.5,7,3,False,13.792176612960516,2.8430002363679354
235k,0.5,7,3,True,13.780202744986589,2.829407893147876
235k,0.5,7,4,False,13.698535693448541,2.8162221746397473
235k,0.5,7,4,True,13.72484412398568,2.820268352358572
235k,0.5,7,5,False,13.528613811487135,2.7252882154354188
235k,0.5,7,5,True,13.652729412867771,2.803614359416938
235k,0.5,7,6,False,13.4529089829633,2.731402842894397
235k,0.5,7,6,True,13.566581277945623,2.7861634618317503
235k,0.5,7,7,False,13.430639602715626,2.7348904158327136
235k,0.5,7,7,True,13.50508588078838,2.77219028751593
235k,0.5,7,8,False,13.528349407658622,2.7634728868488203
235k,0.5,7,8,True,13.444021052736309,2.756966955459285
235k,0.5,7,9,False,13.425400271417796,2.738246377104271
235k,0.5,7,9,True,13.410122206993504,2.7442019197715335
235k,0.5,7,10,False,13.438092756364457,2.7571950467176944
235k,0.5,7,10,True,13.38132659178011,2.7379723889268304
235k,0.5,7,11,False,13.435010302194215,2.765119169890093
235k,0.5,7,11,True,13.35081079767326,2.733252434288157
235k,0.5,7,12,False,13.241054915946108,2.7163319534135155
235k,0.5,7,12,True,13.327448928825921,2.7299843047867856
235k,0.5,7,13,False,13.563820306429953,2.812194021389113
235k,0.5,7,13,True,13.328049966151017,2.7330457877345236
235k,0.5,7,14,False,13.205451680650262,2.672424003719883
235k,0.5,7,14,True,13.305056735502388,2.7266659212997926
235k,0.5,7,15,False,13.267921369080609,2.7015660290561363
235k,0.5,7,15,True,13.293123684771212,2.7237578121891555
235k,0.5,8,1,False,20.832461842432817,4.218734277732792
235k,0.5,8,1,True,20.832461842432817,4.218734277732792
235k,0.5,8,2,False,20.83882348362377,4.221479385064639
235k,0.5,8,2,True,20.835296365882975,4.220010001815681
235k,0.5,8,3,False,20.82125072358178,4.214423126359603
235k,0.5,8,3,True,20.832461842432817,4.218734277732792
235k,0.5,8,4,False,20.825591796848215,4.216778390637755
235k,0.5,8,4,True,20.828982939852434,4.217743600810079
235k,0.5,8,5,False,20.812865706568317,4.211593590710803
235k,0.5,8,5,True,20.827028556979062,4.216964724622336
235k,0.5,8,6,False,20.824604492292007,4.2170904913207155
235k,0.5,8,6,True,20.826348148912928,4.216885251395607
235k,0.5,8,7,False,20.814382838009493,4.213434031209997
235k,0.5,8,7,True,20.82469597918754,4.21653028580535
235k,0.5,8,8,False,20.808584416843207,4.21152665255988
235k,0.5,8,8,True,20.819776493252668,4.215034444546356
235k,0.5,8,9,False,20.803454089883964,4.209905718771856
235k,0.5,8,9,True,20.8153251450672,4.213657795056562
235k,0.5,8,10,False,20.797984596020093,4.208154549531773
235k,0.5,8,10,True,20.814361798314824,4.213333172617196
235k,0.5,8,11,False,20.79933063273556,4.209217829529969
235k,0.5,8,11,True,20.81386815984731,4.2131814116622985
235k,0.5,8,12,False,20.79913670156696,4.209562502137189
235k,0.5,8,12,True,20.81237055119381,4.2126825327991755
235k,0.5,8,13,False,20.798493581362163,4.209706431096476
235k,0.5,8,13,True,20.810891938659047,4.212188924292923
235k,0.5,8,14,False,20.784115609869087,4.204540339749576
235k,0.5,8,14,True,20.808926285751912,4.211644322318782
235k,0.5,8,15,False,20.7748946029553,4.201262401496621
235k,0.5,8,15,True,20.80655923960215,4.210964881108458
235k,0.5,9,1,False,15.029929482952985,3.0425016947955417
235k,0.5,9,1,True,15.029929482952985,3.0425016947955417
235k,0.5,9,2,False,14.746649609893252,3.054552154423629
235k,0.5,9,2,True,14.7659637452825,3.0298803602653
235k,0.5,9,3,False,13.62176137457955,2.7649514364493664
235k,0.5,9,3,True,14.381392662274605,2.9520238741693205
235k,0.5,9,4,False,13.316155727087384,2.7135957532520205
235k,0.5,9,4,True,13.781249225178131,2.824468916440022
235k,0.5,9,5,False,13.374142704493876,2.733916074314863
235k,0.5,9,5,True,13.494897597629627,2.7615770041350145
235k,0.5,9,6,False,13.480227712488837,2.775402104429468
235k,0.5,9,6,True,13.430712828681372,2.755027672504929
235k,0.5,9,7,False,13.424724563854154,2.6908481306416103
235k,0.5,9,7,True,13.383891398329025,2.7369157994046494
235k,0.5,9,8,False,13.39343958761672,2.7477619238629427
235k,0.5,9,8,True,13.362722903297177,2.736183418256007
235k,0.5,9,9,False,13.408439675724832,2.735862428260639
235k,0.5,9,9,True,13.366420695890358,2.736388672398364
235k,0.5,9,10,False,13.250201231196492,2.680929402503708
235k,0.5,9,10,True,13.326282584130334,2.7258361564588096
235k,0.5,9,11,False,13.232419534552706,2.7013041639612254
235k,0.5,9,11,True,13.298596794113552,2.719620854983243
235k,0.5,9,12,False,13.332076971551322,2.69229557432821
235k,0.5,9,12,True,13.268248593864307,2.7124047614352786
235k,0.5,9,13,False,13.350360560916066,2.748458586399112
235k,0.5,9,13,True,13.258919696945934,2.712225913885439
235k,0.5,9,14,False,13.40042839292326,2.723974002857266
235k,0.5,9,14,True,13.25085154361797,2.7104039849884347
235k,0.5,9,15,False,13.194477029114546,2.691286728929889
235k,0.5,9,15,True,13.233076682899274,2.706221096652334
235k,0.5,,0,True,14.55054623544379,2.937003971497007
235k,0.5,,1,True,13.712057080719303,2.7972155654284894
235k,0.5,,2,True,13.40949630811977,2.744937117129841
235k,0.5,,3,True,13.30422110086087,2.7193467253561603
235k,0.5,,4,True,13.247555533651166,2.6993108115019986
235k,0.5,,5,True,13.304091776749491,2.721819334068805
235k,0.5,,6,True,13.239076684885712,2.7008035657601424
235k,0.5,,7,True,13.262032722705962,2.7144200540418297
235k,0.5,,8,True,13.270140457742176,2.7165475857904484
235k,0.5,,9,True,13.215507927761903,2.6933177875484473
235k,0.5,,10,True,13.22300738396654,2.702631256972465
235k,0.5,,11,True,13.16659848302865,2.6824750014201815
235k,0.5,,12,True,13.170371070152742,2.681428004522079
235k,0.5,,13,True,13.168232627328004,2.684559026947361
235k,0.5,,14,True,13.11394795959755,2.675152599046898
235k,0.5,,,True,13.215133968553566,2.7020079026229773
235k,0.5,-1,,True,13.207667849321652,2.696601282181595
235k,0.75,0,1,False,14.659990639155172,2.880520554556168
235k,0.75,0,1,True,14.659990639155172,2.880520554556168
235k,0.75,0,2,False,13.83507564197028,2.8016081735824043
235k,0.75,0,2,True,13.848781341363612,2.788671354763739
235k,0.75,0,3,False,13.687198370439102,2.82117483218573
235k,0.75,0,3,True,13.644440590186928,2.7858520766263513
235k,0.75,0,4,False,13.447122140896886,2.7276036355261555
235k,0.75,0,4,True,13.487875919145837,2.7528188157853455
235k,0.75,0,5,False,13.42162481041656,2.70909042140549
235k,0.75,0,5,True,13.4007556477035,2.7277083197494445
235k,0.75,0,6,False,13.766075407358336,2.8097158214386875
235k,0.75,0,6,True,13.423918477769938,2.739639685809006
235k,0.75,0,7,False,13.770374265486714,2.8678845042166206
235k,0.75,0,7,True,13.47866763767715,2.7643315875053602
235k,0.75,0,8,False,13.93063512881463,2.909443250508101
235k,0.75,0,8,True,13.519572831696713,2.780403561342566
235k,0.75,0,9,False,13.600434760673796,2.810156352799725
235k,0.75,0,9,True,13.543191796792671,2.7917713752909084
235k,0.75,0,10,False,13.269155886787443,2.6942670710748047
235k,0.75,0,10,True,13.476309436064138,2.771196458653309
235k,0.75,0,11,False,13.369155029879494,2.6984323918223305
235k,0.75,0,11,True,13.42575712413493,2.75547556015674
235k,0.75,0,12,False,13.305291644819286,2.724493468249397
235k,0.75,0,12,True,13.381730441239288,2.7450215496020722
235k,0.75,0,13,False,13.308476159323032,2.7189841850909504
235k,0.75,0,13,True,13.348151711797364,2.7356912160297853
235k,0.75,0,14,False,13.385681976016752,2.7463433539174256
235k,0.75,0,14,True,13.348293787384389,2.737552211475863
235k,0.75,0,15,False,13.189912186903843,2.6805616758473443
235k,0.75,0,15,True,13.312505586411804,2.7260442377563185
235k,0.75,1,1,False,21.05217906617338,4.296962773778419
235k,0.75,1,1,True,21.05217906617338,4.296962773778419
235k,0.75,1,2,False,20.913779134258423,4.250965908029784
235k,0.75,1,2,True,20.97302722304805,4.271228304049343
235k,0.75,1,3,False,20.914402674158563,4.2513311468519905
235k,0.75,1,3,True,20.915535611395686,4.2516757447724105
235k,0.75,1,4,False,20.901949731076737,4.247057140715824
235k,0.75,1,4,True,20.914073860191248,4.2511439848990324
235k,0.75,1,5,False,20.913801468055492,4.251449802161749
235k,0.75,1,5,True,20.914402674158563,4.2513311468519905
235k,0.75,1,6,False,20.895836397614012,4.24527489701048
235k,0.75,1,6,True,20.912817226980085,4.250762150432035
235k,0.75,1,7,False,20.907225338518533,4.249503371564591
235k,0.75,1,7,True,20.910857698539818,4.250251433667805
235k,0.75,1,8,False,20.913608741373388,4.251886310659811
235k,0.75,1,8,True,20.909525214903734,4.249994835019942
235k,0.75,1,9,False,20.896359322908847,4.246078630643177
235k,0.75,1,9,True,20.906779408779208,4.249268601150952
235k,0.75,1,10,False,20.88628410920017,4.24274189296828
235k,0.75,1,10,True,20.90714860977377,4.249287485968611
235k,0.75,1,11,False,20.87337875693275,4.238365797304027
235k,0.75,1,11,True,20.907575811837894,4.249321583189965
235k,0.75,1,12,False,20.865579589753633,4.235793359855219
235k,0.75,1,12,True,20.908200302997734,4.249451893472022
235k,0.75,1,13,False,20.87287506553113,4.238603042013906
235k,0.75,1,13,True,20.906918955033888,4.249103968749476
235k,0.75,1,14,False,20.838939078547952,4.226504250827015
235k,0.75,1,14,True,20.90445771241714,4.2482870713962
235k,0.75,1,15,False,20.853718574076684,4.232208584504051
235k,0.75,1,15,True,20.9025914324634,4.247648088558188
235k,0.75,2,1,False,15.416323270063131,3.0500146397737997
235k,0.75,2,1,True,15.416323270063131,3.0500146397737997
235k,0.75,2,2,False,14.472950841653972,2.9807407353717723
235k,0.75,2,2,True,14.689233418756169,2.9599756157940376
235k,0.75,2,3,False,13.47812685509078,2.7371256465566223
235k,0.75,2,3,True,14.078097670674618,2.853328239751761
235k,0.75,2,4,False,13.920082301644001,2.8998926471414554
235k,0.75,2,4,True,13.825129530660211,2.826310045100929
235k,0.75,2,5,False,13.297602928899916,2.709907807456674
235k,0.75,2,5,True,13.553887895953391,2.769167952904043
235k,0.75,2,6,False,13.512556335888682,2.7694711320878893
235k,0.75,2,6,True,13.496439878663164,2.7601718648373463
235k,0.75,2,7,False,13.358226769417683,2.698682366117662
235k,0.75,2,7,True,13.395499232099391,2.731194762209718
235k,0.75,2,8,False,13.320049776610919,2.713093936072752
235k,0.75,2,8,True,13.346826606516863,2.722180211860308
235k,0.75,2,9,False,13.403604772375598,2.7513345993400895
235k,0.75,2,9,True,13.33117173492817,2.7224532999770616
235k,0.75,2,10,False,13.292045930390413,2.704099901711022
235k,0.75,2,10,True,13.313720360851297,2.7168988291427416
235k,0.75,2,11,False,13.301727224123615,2.7146472524766083
235k,0.75,2,11,True,13.305952855472873,2.7153500596497073
235k,0.75,2,12,False,13.331798888199517,2.721217899466129
235k,0.75,2,12,True,13.293433123375785,2.7129837032548685
235k,0.75,2,13,False,13.426540439337058,2.755588739460268
235k,0.75,2,13,True,13.297249646147515,2.7146744855006837
235k,0.75,2,14,False,13.523987243643845,2.7896209065831026
235k,0.75,2,14,True,13.299726403814,2.7165762571216874
235k,0.75,2,15,False,13.263647776377686,2.680990224864152
235k,0.75,2,15,True,13.285060447724815,2.7118948212786473
235k,0.75,3,1,False,16.098678175012065,3.2229188446868786
235k,0.75,3,1,True,16.098678175012065,3.2229188446868786
235k,0.75,3,2,False,14.020338299473291,2.8478449026042245
235k,0.75,3,2,True,14.825153424239295,2.9841497979226843
235k,0.75,3,3,False,13.730777198533817,2.7853077829561346
235k,0.75,3,3,True,13.973748468293298,2.8376539016587827
235k,0.75,3,4,False,13.409879140892244,2.721415531138573
235k,0.75,3,4,True,13.730615500017805,2.7842310927143292
235k,0.75,3,5,False,13.630576879263897,2.7967587331347326
235k,0.75,3,5,True,13.675830497963055,2.78165530653185
235k,0.75,3,6,False,13.297481908022636,2.694842177310459
235k,0.75,3,6,True,13.538491712699704,2.7538230372270736
235k,0.75,3,7,False,13.499907745547572,2.747741154842094
235k,0.75,3,7,True,13.459379888090831,2.7415572229630496
235k,0.75,3,8,False,13.479309012540487,2.769335555655859
235k,0.75,3,8,True,13.405985189548302,2.7370716888264774
235k,0.75,3,9,False,13.530874891977284,2.70695332613104
235k,0.75,3,9,True,13.356447714069864,2.726794298177926
235k,0.75,3,10,False,13.373852557128421,2.737625322126475
235k,0.75,3,10,True,13.345544006334585,2.7270175503066145
235k,0.75,3,11,False,13.375067275064122,2.7261384858359063
235k,0.75,3,11,True,13.324322905236551,2.72394808967639
235k,0.75,3,12,False,13.897562048932262,2.8888137179117033
235k,0.75,3,12,True,13.331229909277404,2.7281271600593975
235k,0.75,3,13,False,13.884881094037507,2.8446695468595737
235k,0.75,3,13,True,13.341599369899921,2.733333103849165
235k,0.75,3,14,False,13.700916419007847,2.8326291036993427
235k,0.75,3,14,True,13.351559220812685,2.737763677605355
235k,0.75,3,15,False,13.455376466696631,2.7557683843690883
235k,0.75,3,15,True,13.337655857220328,2.7351356359290304
235k,0.75,4,1,False,14.846379908121014,2.9969538677236036
235k,0.75,4,1,True,14.846379908121014,2.9969538677236036
235k,0.75,4,2,False,13.750488020236729,2.7805577295593715
235k,0.75,4,2,True,14.118469200292232,2.8576303762885793
235k,0.75,4,3,False,13.472335109784868,2.704970426610949
235k,0.75,4,3,True,13.665960455410946,2.7675023557636007
235k,0.75,4,4,False,13.943098301092766,2.8215580894159413
235k,0.75,4,4,True,13.629113165391065,2.770911566577719
235k,0.75,4,5,False,13.664784342695372,2.759416463835431
235k,0.75,4,5,True,13.600193724241255,2.76269755846609
235k,0.75,4,6,False,13.510716871331853,2.759035323129583
235k,0.75,4,6,True,13.517222031497113,2.7493710566739598
235k,0.75,4,7,False,13.617723313928161,2.7749100404102873
235k,0.75,4,7,True,13.519401818319436,2.746962175360711
235k,0.75,4,8,False,13.344757890539494,2.71220001230769
235k,0.75,4,8,True,13.4548970034363,2.7379508920435067
235k,0.75,4,9,False,13.485495511612374,2.739762436714201
235k,0.75,4,9,True,13.417662135662844,2.7341042530583946
235k,0.75,4,10,False,13.516934098075671,2.7755941612193387
235k,0.75,4,10,True,13.405084267117882,2.735012354070725
235k,0.75,4,11,False,13.548888540362473,2.791853561394531
235k,0.75,4,11,True,13.398822012505876,2.73721252276377
235k,0.75,4,12,False,13.40542935972673,2.7208041608594433
235k,0.75,4,12,True,13.372241414789785,2.7329912865237276
235k,0.75,4,13,False,13.56289194986204,2.782128066336427
235k,0.75,4,13,True,13.385785585279693,2.7367591193382608
235k,0.75,4,14,False,13.378077258819204,2.7083991452667187
235k,0.75,4,14,True,13.37474396304978,2.7322887781423515
235k,0.75,4,15,False,13.405895778610068,2.746077188609881
235k,0.75,4,15,True,13.363805317415364,2.7301165044762516
235k,0.75,5,1,False,20.84762657525248,4.2271850944380995
235k,0.75,5,1,True,20.84762657525248,4.2271850944380995
235k,0.75,5,2,False,20.112087891287242,4.067425688695811
235k,0.75,5,2,True,20.437406921282566,4.134388454632255
235k,0.75,5,3,False,15.65379557771075,3.014663558835665
235k,0.75,5,3,True,19.865958440417852,3.9991116647671685
235k,0.75,5,4,False,14.347531673976262,2.869430923948266
235k,0.75,5,4,True,16.86369048944919,3.3807557980532255
235k,0.75,5,5,False,13.705778126205715,2.7523931886823165
235k,0.75,5,5,True,14.617500978685895,3.0064908449355747
235k,0.75,5,6,False,13.778505640500695,2.841251494410717
235k,0.75,5,6,True,14.121252838682409,2.901975887222976
235k,0.75,5,7,False,13.908243571429365,2.788988344914964
235k,0.75,5,7,True,13.859576174764985,2.8314104801507054
235k,0.75,5,8,False,13.594675200682541,2.7357496322952897
235k,0.75,5,8,True,13.707589326198212,2.7922478942142983
235k,0.75,5,9,False,13.856347585281707,2.8496821164108974
235k,0.75,5,9,True,13.631685035450653,2.771730537801935
235k,0.75,5,10,False,15.778870707565751,3.092339069628329
235k,0.75,5,10,True,13.567763099991879,2.7602348322450516
235k,0.75,5,11,False,13.569570920239318,2.7715966451999536
235k,0.75,5,11,True,13.513355757499331,2.7525503507801283
235k,0.75,5,12,False,13.359727459800151,2.7367345682631163
235k,0.75,5,12,True,13.435066185529381,2.744187462876032
235k,0.75,5,13,False,13.358576320927291,2.730920765357142
235k,0.75,5,13,True,13.394188919467407,2.7384219962183987
235k,0.75,5,14,False,13.52119671491368,2.7847868367746185
235k,0.75,5,14,True,13.374181793378945,2.738008389357357
235k,0.75,5,15,False,13.824127602427003,2.798407856187811
235k,0.75,5,15,True,13.374154955744219,2.7389154845339987
235k,0.75,6,1,False,15.148275524561056,3.0908999033205555
235k,0.75,6,1,True,15.148275524561056,3.0908999033205555
235k,0.75,6,2,False,13.922214329934334,2.7970261627617643
235k,0.75,6,2,True,14.327282868593475,2.900552501700808
235k,0.75,6,3,False,14.253904702530285,2.9255722729377234
235k,0.75,6,3,True,14.190018198984218,2.902019661875119
235k,0.75,6,4,False,14.262746965450415,2.994412062731125
235k,0.75,6,4,True,14.073959556646562,2.8947686443741247
235k,0.75,6,5,False,13.432005221210805,2.7079867613222395
235k,0.75,6,5,True,13.940939628025342,2.8602931336702175
235k,0.75,6,6,False,13.392146107621263,2.7260249399532013
235k,0.75,6,6,True,13.735444220720789,2.809949777524145
235k,0.75,6,7,False,13.407085253325771,2.7159640577757767
235k,0.75,6,7,True,13.58665390833076,2.7702710312684995
235k,0.75,6,8,False,13.551252725064867,2.695052757321851
235k,0.75,6,8,True,13.434083117734312,2.732477726656961
235k,0.75,6,9,False,13.316515951152144,2.687919186795441
235k,0.75,6,9,True,13.355599542989719,2.7126318072579636
235k,0.75,6,10,False,13.376762221809315,2.7051735808657575
235k,0.75,6,10,True,13.33118379338407,2.70704922160453
235k,0.75,6,11,False,13.31084095041281,2.68226563809185
235k,0.75,6,11,True,13.30380452971052,2.6989125102506324
235k,0.75,6,12,False,13.319593747719965,2.696869671272932
235k,0.75,6,12,True,13.296575286633578,2.697157613894773
235k,0.75,6,13,False,13.41498039568703,2.6870127809247837
235k,0.75,6,13,True,13.288678587275049,2.6960001125397364
235k,0.75,6,14,False,13.464298195313855,2.730432592955289
235k,0.75,6,14,True,13.286586874756162,2.6955116233218086
235k,0.75,6,15,False,13.478643737927781,2.774424466775827
235k,0.75,6,15,True,13.27946563740585,2.695846349093597
235k,0.75,7,1,False,14.660576693843405,2.96358961953743
235k,0.75,7,1,True,14.660576693843405,2.96358961953743
235k,0.75,7,2,False,13.682267650540032,2.790047780294899
235k,0.75,7,2,True,13.931262456554965,2.841429131546953
235k,0.75,7,3,False,14.808042104758366,2.984373947439091
235k,0.75,7,3,True,14.054537572722941,2.866293147502336
235k,0.75,7,4,False,13.49736998016342,2.756868315793654
235k,0.75,7,4,True,13.705108452862113,2.8095009196912275
235k,0.75,7,5,False,13.326525034493448,2.7098038780209976
235k,0.75,7,5,True,13.50226455002357,2.768350561547156
235k,0.75,7,6,False,13.292048185425974,2.7032585756921224
235k,0.75,7,6,True,13.369184306983108,2.7349295954840818
235k,0.75,7,7,False,13.416436599872332,2.746751656647201
235k,0.75,7,7,True,13.332821897435705,2.7244907242804275
235k,0.75,7,8,False,13.51090106288898,2.772513318609495
235k,0.75,7,8,True,13.341369602835247,2.7265681588369644
235k,0.75,7,9,False,13.452814982583934,2.7513247777679997
235k,0.75,7,9,True,13.344757673380482,2.7270011901930737
235k,0.75,7,10,False,13.485722563700609,2.732377586748332
235k,0.75,7,10,True,13.33381421078001,2.7223794869620104
235k,0.75,7,11,False,13.30287172938982,2.721248338020045
235k,0.75,7,11,True,13.325147599534729,2.721405600121141
235k,0.75,7,12,False,13.417310715677232,2.7611705747992215
235k,0.75,7,12,True,13.322937964689311,2.723838426080504
235k,0.75,7,13,False,13.41425745161385,2.720685554252037
235k,0.75,7,13,True,13.313527820573444,2.7229949191379847
235k,0.75,7,14,False,13.323858206077357,2.7075737098453843
235k,0.75,7,14,True,13.307540966998001,2.7216148330349887
235k,0.75,7,15,False,13.377575159405918,2.7125778529168247
235k,0.75,7,15,True,13.303751584204296,2.720748067284084
235k,0.75,8,1,False,20.88500752910202,4.234168690857701
235k,0.75,8,1,True,20.88500752910202,4.234168690857701
235k,0.75,8,2,False,20.904497210214828,4.240766384618821
235k,0.75,8,2,True,20.89433802726004,4.237351462398516
235k,0.75,8,3,False,20.87128306419771,4.229847265613106
235k,0.75,8,3,True,20.88500752910202,4.234168690857701
235k,0.75,8,4,False,20.86878284110853,4.229187165572279
235k,0.75,8,4,True,20.877937211768472,4.231978116446457
235k,0.75,8,5,False,20.912168039337182,4.2437478066516965
235k,0.75,8,5,True,20.88500752910202,4.234168690857701
235k,0.75,8,6,False,20.854990913872808,4.224913396426837
235k,0.75,8,6,True,20.877937211768472,4.231978116446457
235k,0.75,8,7,False,20.85841853242658,4.226319574377731
235k,0.75,8,7,True,20.8707407799258,4.2298307229642
235k,0.75,8,8,False,20.887012290740845,4.2361050937893125
235k,0.75,8,8,True,20.87781691856826,4.231984960502952
235k,0.75,8,9,False,20.850723913019777,4.224178954168411
235k,0.75,8,9,True,20.87063860477987,4.229848614229763
235k,0.75,8,10,False,20.84566528919946,4.222683383073473
235k,0.75,8,10,True,20.869559550314136,4.2295257190597155
235k,0.75,8,11,False,20.856801259146213,4.226703293595312
235k,0.75,8,11,True,20.868410290650658,4.229209447685861
235k,0.75,8,12,False,20.86838856191322,4.230792745292005
235k,0.75,8,12,True,20.868840756433347,4.229452078791634
235k,0.75,8,13,False,20.84878873666417,4.224475657722177
235k,0.75,8,13,True,20.86707678401443,4.229065098645383
235k,0.75,8,14,False,20.86288348910348,4.229400903453579
235k,0.75,8,14,True,20.86554073883713,4.2289239581284805
235k,0.75,8,15,False,20.827776882972053,4.217770708123652
235k,0.75,8,15,True,20.86538015310866,4.228668039855606
235k,0.75,9,1,False,16.057180889590313,3.2888449950104905
235k,0.75,9,1,True,16.057180889590313,3.2888449950104905
235k,0.75,9,2,False,14.02259176368381,2.85123585756395
235k,0.75,9,2,True,14.702128123227912,2.9937405761381646
235k,0.75,9,3,False,13.807093171159309,2.844829927751538
235k,0.75,9,3,True,13.954832974824948,2.852052636685131
235k,0.75,9,4,False,13.53011242872649,2.764807286203295
235k,0.75,9,4,True,13.761336994297501,2.816705186116406
235k,0.75,9,5,False,13.932367240386291,2.8882256187022923
235k,0.75,9,5,True,13.739911067799179,2.8233170665140315
235k,0.75,9,6,False,13.677963294228366,2.8113080325785833
235k,0.75,9,6,True,13.691874802621117,2.8152576232180437
235k,0.75,9,7,False,13.792685306750935,2.8515744633792415
235k,0.75,9,7,True,13.700758199327463,2.820084028890101
235k,0.75,9,8,False,13.444169871461112,2.744302041083888
235k,0.75,9,8,True,13.64549487796888,2.806165559662868
235k,0.75,9,9,False,13.503497151960554,2.741558359135672
235k,0.75,9,9,True,13.60296223927371,2.7944015451088178
235k,0.75,9,10,False,13.509714139239755,2.7858434833892387
235k,0.75,9,10,True,13.574424909414546,2.789094703405976
235k,0.75,9,11,False,13.438476847965456,2.7444738204606285
235k,0.75,9,11,True,13.540209171789654,2.7792934176007353
235k,0.75,9,12,False,13.256778673388302,2.6912060876485815
235k,0.75,9,12,True,13.502576525154822,2.769539739410517
235k,0.75,9,13,False,13.393120490386003,2.718282567869584
235k,0.75,9,13,True,13.472229475217173,2.761777864905603
235k,0.75,9,14,False,13.419941203596228,2.7305439282615325
235k,0.75,9,14,True,13.446963938124584,2.7567819565646157
235k,0.75,9,15,False,13.484332962715294,2.7232612460643577
235k,0.75,9,15,True,13.422574343633949,2.7510460350591828
235k,0.75,,0,True,15.047524122020533,3.009079238129214
235k,0.75,,1,True,13.7965176279509,2.8009402555557306
235k,0.75,,2,True,13.531558085618165,2.7525286440475543
235k,0.75,,3,True,13.436909883453797,2.743857709648672
235k,0.75,,4,True,13.30971785499583,2.700942060924544
235k,0.75,,5,True,13.37699997318165,2.7313216945285532
235k,0.75,,6,True,13.35092065346202,2.7293496038370484
235k,0.75,,7,True,13.293734181600659,2.7108465916840143
235k,0.75,,8,True,13.265105388487013,2.7085327334590272
235k,0.75,,9,True,13.27621515076223,2.705598792118319
235k,0.75,,10,True,13.230888714228291,2.700772627328174
235k,0.75,,11,True,13.234057812753255,2.70422809415129
