dataset,aug_perc,num,epoch,ensemble,smape,mase*
235k,0.25,3,9,True,13.279546482166218,2.6965944195422735
235k,0.25,3,10,False,13.232762983393602,2.6956892838053244
235k,0.25,3,10,True,13.24053615452595,2.6914023820069795
235k,0.25,3,11,False,13.252221801728673,2.678482910938566
235k,0.25,3,11,True,13.229833824564688,2.6877229847725608
235k,0.25,3,12,False,13.274455145122571,2.7008455044535764
235k,0.25,3,12,True,13.209489377029072,2.684708364937828
235k,0.25,3,13,False,13.522548066900006,2.7079709730919395
235k,0.25,3,13,True,13.21063610494653,2.6839702249424873
235k,0.25,3,14,False,13.212340174095928,2.7017099841903613
235k,0.25,3,14,True,13.197401365192096,2.6839360766727123
235k,0.25,3,15,False,13.322700533192199,2.7370509173940873
235k,0.25,3,15,True,13.191386518369448,2.6848545285610843
235k,0.25,4,1,False,15.328685042825644,3.170782972752246
235k,0.25,4,1,True,15.328685042825644,3.170782972752246
235k,0.25,4,2,False,13.989081901779649,2.872141299276735
235k,0.25,4,2,True,14.472771214402448,2.988280207318088
235k,0.25,4,3,False,13.619746775857315,2.7725749642420134
235k,0.25,4,3,True,13.937439634405653,2.874660672695353
235k,0.25,4,4,False,13.433166543727804,2.7320801691121903
235k,0.25,4,4,True,13.65099415904412,2.807198197570504
235k,0.25,4,5,False,13.322631097102304,2.705851213806367
235k,0.25,4,5,True,13.503999533159593,2.7672956259445427
235k,0.25,4,6,False,13.290756823358668,2.7136860305579247
235k,0.25,4,6,True,13.396715469298327,2.7413351879140473
235k,0.25,4,7,False,13.443081854206152,2.762522355817908
235k,0.25,4,7,True,13.377848685123087,2.7412190787541646
235k,0.25,4,8,False,13.447434774621259,2.7521025082462525
235k,0.25,4,8,True,13.355953404562479,2.736813164361354
235k,0.25,4,9,False,13.55419196577648,2.7490088577046325
235k,0.25,4,9,True,13.343537909525892,2.7353343755277355
235k,0.25,4,10,False,13.483743417910295,2.782034505990622
235k,0.25,4,10,True,13.319580159953428,2.732403753217559
235k,0.25,4,11,False,13.174861697600393,2.667004035762559
235k,0.25,4,11,True,13.283398296054159,2.722945679175954
235k,0.25,4,12,False,13.300233503083662,2.7297769315348783
235k,0.25,4,12,True,13.268745529081126,2.7208098056840395
235k,0.25,4,13,False,13.310525502477065,2.715106385700451
235k,0.25,4,13,True,13.262599000374225,2.718789351240319
235k,0.25,4,14,False,13.3248040590591,2.715739969934647
235k,0.25,4,14,True,13.248687552764657,2.715383818312164
235k,0.25,4,15,False,13.17408286899763,2.6702883951796186
235k,0.25,4,15,True,13.229830829639631,2.709890082062614
235k,0.25,5,1,False,20.107124594129484,4.04042973637991
235k,0.25,5,1,True,20.107124594129484,4.04042973637991
235k,0.25,5,2,False,20.402762033960915,3.392502203913425
235k,0.25,5,2,True,16.399271909632912,3.2742447795753833
235k,0.25,5,3,False,20.527563665338086,4.134422762170865
235k,0.25,5,3,True,19.783006040173763,3.9541391353165114
235k,0.25,5,4,False,19.038016445631293,3.766808028032952
235k,0.25,5,4,True,19.38433004779925,3.8536303771205347
235k,0.25,5,5,False,17.525653033588533,3.4702946833665926
235k,0.25,5,5,True,18.999579321339684,3.7663783997545783
235k,0.25,5,6,False,16.48219778351005,3.2310542216090545
235k,0.25,5,6,True,18.1692566056439,3.588762500528663
235k,0.25,5,7,False,15.982549542778743,3.1397441448291636
235k,0.25,5,7,True,17.42656711101678,3.4395502408939307
235k,0.25,5,8,False,15.685923184272042,3.112008959652105
235k,0.25,5,8,True,17.003332254476963,3.358208341189227
235k,0.25,5,9,False,15.204353660192686,2.999365357862132
235k,0.25,5,9,True,16.632345586423007,3.2857307794774235
235k,0.25,5,10,False,15.10033617504623,3.02232360318706
235k,0.25,5,10,True,16.325927403829596,3.2238944191640395
235k,0.25,5,11,False,14.756408501615082,2.95339669635695
235k,0.25,5,11,True,16.04612960231434,3.1691876096548803
235k,0.25,5,12,False,14.389585915195953,2.855186994639142
235k,0.25,5,12,True,15.793438381462323,3.1197762190866394
235k,0.25,5,13,False,14.740299977735328,3.0137432814676783
235k,0.25,5,13,True,15.590460485753411,3.0858838655263128
235k,0.25,5,14,False,14.057976421616392,2.815298210588171
235k,0.25,5,14,True,15.40033608292488,3.0501124010389
235k,0.25,5,15,False,13.966806858341597,2.8158026555451956
235k,0.25,5,15,True,15.225607604217418,3.0198029580603083
235k,0.25,6,1,False,21.069472854307676,4.3020277595696506
235k,0.25,6,1,True,21.069472854307676,4.3020277595696506
235k,0.25,6,2,False,20.902633627518636,4.2374791166275445
235k,0.25,6,2,True,20.925971298858816,4.252960510133142
235k,0.25,6,3,False,20.899183467307765,4.236537389632527
235k,0.25,6,3,True,20.901283180272284,4.237186107103924
235k,0.25,6,4,False,20.89624030916419,4.235477084381555
235k,0.25,6,4,True,20.90079413725751,4.237008607412043
235k,0.25,6,5,False,20.889833534960143,4.234119295201671
235k,0.25,6,5,True,20.89917165098613,4.236537659545521
235k,0.25,6,6,False,20.889117839701736,4.232945962275793
235k,0.25,6,6,True,20.897545162222663,4.236015616080024
235k,0.25,6,7,False,20.88321544865562,4.231344197474725
235k,0.25,6,7,True,20.89592712432128,4.235496029344746
235k,0.25,6,8,False,20.874808730211928,4.229533026060788
235k,0.25,6,8,True,20.89468603129131,4.2351882453806855
235k,0.25,6,9,False,20.870210464999317,4.22782470136895
235k,0.25,6,9,True,20.893757215867147,4.234954807073729
235k,0.25,6,10,False,20.86431030770769,4.225992230307036
235k,0.25,6,10,True,20.888389542111984,4.233306909012427
235k,0.25,6,11,False,20.860137188653916,4.224226331011629
235k,0.25,6,11,True,20.883138864256246,4.231690842065347
235k,0.25,6,12,False,20.848196294685053,4.222006836530563
235k,0.25,6,12,True,20.88102619402198,4.231145306822317
235k,0.25,6,13,False,20.84354840600075,4.219961658795863
235k,0.25,6,13,True,20.878960607315875,4.230590404533338
235k,0.25,6,14,False,20.83519404808113,4.217822895641494
235k,0.25,6,14,True,20.878108351372255,4.230328882719427
235k,0.25,6,15,False,20.830100420147474,4.215713411631852
235k,0.25,6,15,True,20.87726359259749,4.23004750480304
235k,0.25,7,1,False,15.22006779830997,3.141305852063176
235k,0.25,7,1,True,15.22006779830997,3.141305852063176
235k,0.25,7,2,False,13.730489301736098,2.7885164686161708
235k,0.25,7,2,True,14.230560740764986,2.909092780750517
235k,0.25,7,3,False,14.018720610226337,2.8845264857173327
235k,0.25,7,3,True,14.010125559662633,2.8777248719459485
235k,0.25,7,4,False,13.932708591629176,2.903401578060441
235k,0.25,7,4,True,13.886536349354063,2.8650420233716596
235k,0.25,7,5,False,13.739503655762253,2.8344979304140607
235k,0.25,7,5,True,13.782321559852075,2.847679210228072
235k,0.25,7,6,False,13.666460765982052,2.826520890799771
235k,0.25,7,6,True,13.699382297501241,2.8339779773928377
235k,0.25,7,7,False,13.344841912492642,2.707595109990703
235k,0.25,7,7,True,13.587435645934464,2.8019091958131646
235k,0.25,7,8,False,13.370342196252242,2.7027819214626203
235k,0.25,7,8,True,13.509747422142913,2.7806528815330127
235k,0.25,7,9,False,13.452867159055518,2.7438175818970385
235k,0.25,7,9,True,13.485379224191822,2.772140895243777
235k,0.25,7,10,False,13.398007952729674,2.7225316372332613
235k,0.25,7,10,True,13.415239067241105,2.755161014019275
235k,0.25,7,11,False,13.338742981745183,2.7156170881091932
235k,0.25,7,11,True,13.375259921972606,2.744023819807681
235k,0.25,7,12,False,13.293450660604497,2.712368137464758
235k,0.25,7,12,True,13.320917292165431,2.7300848580256556
235k,0.25,7,13,False,13.336135665088872,2.7476379078519235
235k,0.25,7,13,True,13.298982626943394,2.7269456152084586
235k,0.25,7,14,False,13.467560217584154,2.770047507267751
235k,0.25,7,14,True,13.298541507690416,2.730522349038985
235k,0.25,7,15,False,13.190148422791523,2.6947850844297516
235k,0.25,7,15,True,13.27357213269819,2.7230207607549497
235k,0.25,8,1,False,15.039787269064504,3.0483861878811775
235k,0.25,8,1,True,15.039787269064504,3.0483861878811775
235k,0.25,8,2,False,13.851577112192404,2.7929181877175724
235k,0.25,8,2,True,13.981569884122807,2.822354585948032
235k,0.25,8,3,False,13.472060654414355,2.72004863075913
235k,0.25,8,3,True,13.59338499474611,2.7485084690431503
235k,0.25,8,4,False,13.483119720456068,2.7441596039502962
235k,0.25,8,4,True,13.499787654888996,2.7322614713313693
235k,0.25,8,5,False,13.501840761738466,2.7643597218730633
235k,0.25,8,5,True,13.442780532391867,2.727379973867903
235k,0.25,8,6,False,13.541715994364957,2.7433507082228217
235k,0.25,8,6,True,13.408075552546045,2.721843372869996
235k,0.25,8,7,False,13.539141541583104,2.8045415608580897
235k,0.25,8,7,True,13.395485762504531,2.7268691347446428
235k,0.25,8,8,False,13.359709172060597,2.7028535645485263
235k,0.25,8,8,True,13.352815399734531,2.7161206417166084
235k,0.25,8,9,False,13.579820018744421,2.7914072151809277
235k,0.25,8,9,True,13.348217873620781,2.7181864700283027
235k,0.25,8,10,False,13.411367466636328,2.7562899368005445
235k,0.25,8,10,True,13.34063517339214,2.721253076288144
235k,0.25,8,11,False,13.537179516770925,2.7330957444674424
235k,0.25,8,11,True,13.323485917603387,2.7184631925264933
235k,0.25,8,12,False,13.25274034735525,2.6907827447955577
235k,0.25,8,12,True,13.295438721378101,2.7112894339321336
235k,0.25,8,13,False,13.233497693479656,2.697322700151342
235k,0.25,8,13,True,13.271281543388138,2.706178302719558
235k,0.25,8,14,False,13.236236829267321,2.7073856557271867
235k,0.25,8,14,True,13.255728683373668,2.7040501216701878
235k,0.25,8,15,False,13.272227343062617,2.719954560790068
235k,0.25,8,15,True,13.246986211572851,2.7037364574317926
235k,0.25,9,1,False,14.57728666177083,2.9418130599145296
235k,0.25,9,1,True,14.57728666177083,2.9418130599145296
235k,0.25,9,2,False,14.34565138425763,2.973029309948826
235k,0.25,9,2,True,14.25869073397829,2.9107537298623547
235k,0.25,9,3,False,13.905743477897065,2.8491109148773397
235k,0.25,9,3,True,14.140639834414372,2.9118633072348654
235k,0.25,9,4,False,13.43451843930632,2.7236522753833303
235k,0.25,9,4,True,13.790809873464244,2.8279187155129972
235k,0.25,9,5,False,13.668001042690305,2.806709072751467
235k,0.25,9,5,True,13.679365516144808,2.808700049801885
235k,0.25,9,6,False,13.450431638040152,2.7370976507832063
235k,0.25,9,6,True,13.564946562598935,2.7795011430399477
235k,0.25,9,7,False,13.358139471864359,2.7209252253955265
235k,0.25,9,7,True,13.470984098197244,2.7561147695373034
235k,0.25,9,8,False,13.32508501685353,2.7159480690957043
235k,0.25,9,8,True,13.385287425348915,2.733025974089762
235k,0.25,9,9,False,13.34792106240993,2.7232214884982002
235k,0.25,9,9,True,13.34484168378082,2.722158011936988
235k,0.25,9,10,False,13.296715286315136,2.717253814006429
235k,0.25,9,10,True,13.32835774237702,2.720663325990362
235k,0.25,9,11,False,13.206323326746594,2.6899036864553416
235k,0.25,9,11,True,13.309661180007426,2.7171361417017708
235k,0.25,9,12,False,13.489534957836888,2.72186281768935
235k,0.25,9,12,True,13.29432463367995,2.714678304192599
235k,0.25,9,13,False,13.162998735391815,2.669080190022445
235k,0.25,9,13,True,13.275318782396367,2.7099846676513946
235k,0.25,9,14,False,13.36402685358693,2.702267653968296
235k,0.25,9,14,True,13.262593315441773,2.70705084370333
235k,0.25,9,15,False,13.26807501381226,2.7077943537185574
235k,0.25,9,15,True,13.251544417679234,2.7052106275224195
235k,0.25,,0,True,14.535385328939265,2.950878913435249
235k,0.25,,1,True,13.650352688673609,2.8028057281105596
235k,0.25,,2,True,13.39296778183798,2.724758072453953
235k,0.25,,3,True,13.339256596569953,2.723012392359804
235k,0.25,,4,True,13.397557762741691,2.736034014086134
235k,0.25,,5,True,13.280816491296054,2.7133879081762027
235k,0.25,,6,True,13.267514894586432,2.709722355261436
235k,0.25,,7,True,13.196030695764778,2.687448035626542
235k,0.25,,8,True,13.304372264758713,2.7280041231248435
235k,0.25,,9,True,13.240379537963673,2.7052974395771017
235k,0.25,,10,True,13.172022373427827,2.6825057643443073
235k,0.25,,11,True,13.18453388413343,2.6895979138710033
235k,0.25,,12,True,13.170547517179921,2.6892825420370947
235k,0.25,,13,True,13.154510278635339,2.687388791246266
235k,0.25,,14,True,13.132101004583774,2.6837560524429533
235k,0.25,,,True,13.199425650722935,2.698044934525932
235k,0.25,-1,,True,13.197249502058938,2.6952319083347205
235k,0.5,0,1,False,14.91669278765151,3.0381432852900985
235k,0.5,0,1,True,14.91669278765151,3.0381432852900985
235k,0.5,0,2,False,14.854425751121806,3.121139706516858
235k,0.5,0,2,True,14.702894933435603,3.048181241847839
235k,0.5,0,3,False,13.524550380857484,2.725029007176401
235k,0.5,0,3,True,14.240853116812525,2.93436440385356
235k,0.5,0,4,False,13.52914520341159,2.7820964190791955
235k,0.5,0,4,True,13.719843323000013,2.825160947760915
235k,0.5,0,5,False,13.658944994938368,2.8305787442437174
235k,0.5,0,5,True,13.578410109622645,2.7999696155681972
235k,0.5,0,6,False,13.300677898997112,2.719285674647539
235k,0.5,0,6,True,13.465706522734937,2.768523015170543
235k,0.5,0,7,False,13.408515943212086,2.7304840854670887
235k,0.5,0,7,True,13.411583516881908,2.7513690959629375
235k,0.5,0,8,False,13.321380149665623,2.69862470621806
235k,0.5,0,8,True,13.35685374215432,2.735846791429588
235k,0.5,0,9,False,13.433921995948758,2.762537596022772
235k,0.5,0,9,True,13.338438779779642,2.732766643680513
235k,0.5,0,10,False,13.267415012673776,2.7153000670381706
235k,0.5,0,10,True,13.312877237301972,2.727155984343481
235k,0.5,0,11,False,13.247826963096381,2.694048246946378
235k,0.5,0,11,True,13.290894159157427,2.72165509697626
235k,0.5,0,12,False,13.37950073142357,2.743768839345452
235k,0.5,0,12,True,13.289109337920511,2.722043415283155
235k,0.5,0,13,False,13.402991294355084,2.766749081757067
235k,0.5,0,13,True,13.291995269946547,2.7242183647575415
235k,0.5,0,14,False,13.23517734382377,2.7068790703632533
235k,0.5,0,14,True,13.279267123483598,2.7220699206103576
235k,0.5,0,15,False,13.113923191454711,2.6588226243038457
235k,0.5,0,15,True,13.256450826738938,2.7157293388052635
235k,0.5,1,1,False,15.708878437518795,3.190459267683479
235k,0.5,1,1,True,15.708878437518795,3.190459267683479
235k,0.5,1,2,False,14.33349377116758,2.973236782216392
235k,0.5,1,2,True,14.529219473868213,3.0154709855306616
235k,0.5,1,3,False,13.710337830471817,2.8280748344180764
235k,0.5,1,3,True,14.010753232736,2.902459077124486
235k,0.5,1,4,False,13.420861523651867,2.7098960087978914
235k,0.5,1,4,True,13.578193808189061,2.7902105261396457
235k,0.5,1,5,False,13.613759164208286,2.8057568311164807
235k,0.5,1,5,True,13.436574285017425,2.758117956408312
235k,0.5,1,6,False,13.383939987636804,2.7268916599238557
235k,0.5,1,6,True,13.352955878782804,2.73597458328929
235k,0.5,1,7,False,13.324183758339414,2.705880742223402
235k,0.5,1,7,True,13.32640044671864,2.722033367531374
235k,0.5,1,8,False,13.676700878813257,2.7954977383964694
235k,0.5,1,8,True,13.341228193034869,2.724702181566543
235k,0.5,1,9,False,13.377996510473242,2.6900517532542643
235k,0.5,1,9,True,13.316210405736488,2.7149661236651723
235k,0.5,1,10,False,13.541283620687649,2.7414383061787184
235k,0.5,1,10,True,13.32273961018245,2.716203942592671
235k,0.5,1,11,False,13.38136866469747,2.7279686782214303
235k,0.5,1,11,True,13.318172617158245,2.716383614622055
235k,0.5,1,12,False,13.29689667145094,2.7111996706488886
235k,0.5,1,12,True,13.306729047339461,2.7141540887926086
235k,0.5,1,13,False,13.25545204854107,2.685267744640686
235k,0.5,1,13,True,13.291898389079256,2.7108528678560226
235k,0.5,1,14,False,13.371923572875975,2.7255910191353645
235k,0.5,1,14,True,13.290504254837062,2.710082620097584
235k,0.5,1,15,False,13.399437188646095,2.7283349473979306
235k,0.5,1,15,True,13.288760176193374,2.7097780710532207
235k,0.5,2,1,False,14.545242287143319,2.902496481938275
235k,0.5,2,1,True,14.545242287143319,2.902496481938275
235k,0.5,2,2,False,13.62935981798139,2.8050552429425917
235k,0.5,2,2,True,13.850631647180549,2.813349640372104
235k,0.5,2,3,False,13.45184801823921,2.7413461916866435
235k,0.5,2,3,True,13.558097059488054,2.7765642247027795
235k,0.5,2,4,False,13.551201243821668,2.773830006393956
235k,0.5,2,4,True,13.4466964226683,2.7539985132715192
235k,0.5,2,5,False,13.282776963893884,2.6842892375465044
235k,0.5,2,5,True,13.363867546624395,2.730322131254076
235k,0.5,2,6,False,13.660845600532555,2.785357763227024
235k,0.5,2,6,True,13.372753211518953,2.7353532255574216
235k,0.5,2,7,False,13.566532432403456,2.7479159403489155
235k,0.5,2,7,True,13.357832559070415,2.734586873685402
235k,0.5,2,8,False,13.368578026852322,2.7466810340252743
235k,0.5,2,8,True,13.330719588898575,2.731584587396182
235k,0.5,2,9,False,13.33857889103524,2.739579375901623
235k,0.5,2,9,True,13.318307270954252,2.7303987430307757
235k,0.5,2,10,False,13.367485717697644,2.734319087190573
235k,0.5,2,10,True,13.310982475124213,2.7296104638825422
235k,0.5,2,11,False,13.489339621812094,2.7720157767415166
235k,0.5,2,11,True,13.318187606506392,2.7333705053593076
235k,0.5,2,12,False,13.228060270148275,2.6648474028457647
235k,0.5,2,12,True,13.286255877134101,2.723962826254625
235k,0.5,2,13,False,13.295458348223216,2.7248291834848817
235k,0.5,2,13,True,13.281157067771444,2.7234901713893835
235k,0.5,2,14,False,13.30468486042053,2.7019451370306546
235k,0.5,2,14,True,13.261879567371642,2.71839760610994
235k,0.5,2,15,False,13.592404623800633,2.7519578451191746
235k,0.5,2,15,True,13.257847972291932,2.7182977793348253
235k,0.5,3,1,False,16.40310505394064,3.2787428464236164
235k,0.5,3,1,True,16.40310505394064,3.2787428464236164
235k,0.5,3,2,False,13.944797705695132,2.80756313151377
235k,0.5,3,2,True,14.803565143683393,2.9672354818643174
235k,0.5,3,3,False,13.693236177974866,2.8161672350949987
235k,0.5,3,3,True,13.930722284611532,2.8152601182944195
235k,0.5,3,4,False,13.46719392210801,2.732656871339699
235k,0.5,3,4,True,13.54504198438333,2.7483501352838027
235k,0.5,3,5,False,13.288242286900337,2.710682346628822
235k,0.5,3,5,True,13.382814218501604,2.730921747338352
235k,0.5,3,6,False,13.545051653060401,2.7787214786076224
235k,0.5,3,6,True,13.35630801193202,2.7293177585201196
235k,0.5,3,7,False,13.397889899723877,2.7283544719626125
235k,0.5,3,7,True,13.34337630328692,2.7252311054707863
235k,0.5,3,8,False,13.41194289134458,2.6946243893323127
235k,0.5,3,8,True,13.311020109569041,2.7157628927664264
235k,0.5,3,9,False,13.51546594841458,2.7409691407846175
235k,0.5,3,9,True,13.326102146211582,2.7182172851538855
235k,0.5,3,10,False,13.40536233229408,2.744021762891959
235k,0.5,3,10,True,13.32411275993987,2.7190024029923756
235k,0.5,3,11,False,13.44498135574564,2.7367336789244905
235k,0.5,3,11,True,13.33105807662378,2.7197280998748985
235k,0.5,3,12,False,13.353159645177788,2.7318746204750735
235k,0.5,3,12,True,13.32905166010636,2.7212370042655105
235k,0.5,3,13,False,13.284056732290551,2.6935737949761704
235k,0.5,3,13,True,13.311447603892383,2.7170464097535465
235k,0.5,3,14,False,13.33341133328326,2.700965933586946
235k,0.5,3,14,True,13.301869272213272,2.714481946054653
235k,0.5,3,15,False,13.292950194202643,2.690540307403328
235k,0.5,3,15,True,13.298277204945519,2.711869070093231
235k,0.5,4,1,False,14.711321641002787,2.928983880328977
235k,0.5,4,1,True,14.711321641002787,2.928983880328977
235k,0.5,4,2,False,14.00590449086982,2.833391014372876
235k,0.5,4,2,True,14.14330655393635,2.8422913517538215
235k,0.5,4,3,False,13.404423182306695,2.718913771914459
235k,0.5,4,3,True,13.705632585310326,2.7810485807022727
235k,0.5,4,4,False,13.606309047697962,2.802219120273215
235k,0.5,4,4,True,13.472497768489426,2.7395826366004177
235k,0.5,4,5,False,13.365555107669351,2.704732947110512
235k,0.5,4,5,True,13.36294813983024,2.7167376503277003
235k,0.5,4,6,False,13.433608932379922,2.7471403037961077
235k,0.5,4,6,True,13.347193040551506,2.717850345926411
235k,0.5,4,7,False,13.363712959346508,2.729606877462646
235k,0.5,4,7,True,13.337060259781033,2.7186839745618037
235k,0.5,4,8,False,13.640249733127423,2.774083641171562
235k,0.5,4,8,True,13.335889561792476,2.721257069237018
235k,0.5,4,9,False,13.362451969806818,2.7301675520308093
235k,0.5,4,9,True,13.341587107911174,2.726001348548816
235k,0.5,4,10,False,13.888247076422513,2.770634732312087
235k,0.5,4,10,True,13.320800648074172,2.7168236080690877
235k,0.5,4,11,False,13.663372755180028,2.8278008723943917
235k,0.5,4,11,True,13.340118141153908,2.7247276194382937
235k,0.5,4,12,False,13.234259415085786,2.699640255209015
235k,0.5,4,12,True,13.30815855606184,2.7184187596742015
235k,0.5,4,13,False,13.262613977703577,2.686708168942131
235k,0.5,4,13,True,13.281865433258096,2.7113232873464446
235k,0.5,4,14,False,13.30363985132294,2.7201032934000087
235k,0.5,4,14,True,13.268260333364339,2.710733384911901
235k,0.5,4,15,False,13.239759344737855,2.713137170410897
235k,0.5,4,15,True,13.257337486931117,2.710222230180335
235k,0.5,5,1,False,14.75652940128079,2.9768089563846654
235k,0.5,5,1,True,14.75652940128079,2.9768089563846654
235k,0.5,5,2,False,13.702105837705599,2.7594288092180843
235k,0.5,5,2,True,13.988346627761883,2.8273930474137354
